Date,Year,Quarter,Week Number,Month Number,Month,Day of Week,Day of Week Number,Day of Month number
22 November 2020,2020,Q4,47,11,November,Sunday,6,22
23 November 2020,2020,Q4,48,11,November,Monday,0,23
24 November 2020,2020,Q4,48,11,November,Tuesday,1,24
25 November 2020,2020,Q4,48,11,November,Wednesday,2,25
26 November 2020,2020,Q4,48,11,November,Thursday,3,26
27 November 2020,2020,Q4,48,11,November,Friday,4,27
28 November 2020,2020,Q4,48,11,November,Saturday,5,28
29 November 2020,2020,Q4,48,11,November,Sunday,6,29
30 November 2020,2020,Q4,49,11,November,Monday,0,30
01 December 2017,2017,Q4,49,12,December,Friday,4,1
02 December 2017,2017,Q4,49,12,December,Saturday,5,2
03 December 2017,2017,Q4,49,12,December,Sunday,6,3
04 December 2017,2017,Q4,50,12,December,Monday,0,4
05 December 2017,2017,Q4,50,12,December,Tuesday,1,5
06 December 2017,2017,Q4,50,12,December,Wednesday,2,6
07 December 2017,2017,Q4,50,12,December,Thursday,3,7
08 December 2017,2017,Q4,50,12,December,Friday,4,8
09 December 2017,2017,Q4,50,12,December,Saturday,5,9
10 December 2017,2017,Q4,50,12,December,Sunday,6,10
11 December 2017,2017,Q4,51,12,December,Monday,0,11
12 December 2017,2017,Q4,51,12,December,Tuesday,1,12
13 December 2017,2017,Q4,51,12,December,Wednesday,2,13
14 December 2017,2017,Q4,51,12,December,Thursday,3,14
15 December 2017,2017,Q4,51,12,December,Friday,4,15
16 December 2017,2017,Q4,51,12,December,Saturday,5,16
17 December 2017,2017,Q4,51,12,December,Sunday,6,17
18 December 2017,2017,Q4,52,12,December,Monday,0,18
19 December 2017,2017,Q4,52,12,December,Tuesday,1,19
20 December 2017,2017,Q4,52,12,December,Wednesday,2,20
21 December 2017,2017,Q4,52,12,December,Thursday,3,21
22 December 2017,2017,Q4,52,12,December,Friday,4,22
23 December 2017,2017,Q4,52,12,December,Saturday,5,23
24 December 2017,2017,Q4,52,12,December,Sunday,6,24
25 December 2017,2017,Q4,53,12,December,Monday,0,25
26 December 2017,2017,Q4,53,12,December,Tuesday,1,26
27 December 2017,2017,Q4,53,12,December,Wednesday,2,27
28 December 2017,2017,Q4,53,12,December,Thursday,3,28
29 December 2017,2017,Q4,53,12,December,Friday,4,29
30 December 2017,2017,Q4,53,12,December,Saturday,5,30
31 December 2017,2017,Q4,53,12,December,Sunday,6,31
01 December 2018,2018,Q4,48,12,December,Saturday,5,1
02 December 2018,2018,Q4,48,12,December,Sunday,6,2
03 December 2018,2018,Q4,49,12,December,Monday,0,3
04 December 2018,2018,Q4,49,12,December,Tuesday,1,4
05 December 2018,2018,Q4,49,12,December,Wednesday,2,5
06 December 2018,2018,Q4,49,12,December,Thursday,3,6
07 December 2018,2018,Q4,49,12,December,Friday,4,7
08 December 2018,2018,Q4,49,12,December,Saturday,5,8
09 December 2018,2018,Q4,49,12,December,Sunday,6,9
10 December 2018,2018,Q4,50,12,December,Monday,0,10
11 December 2018,2018,Q4,50,12,December,Tuesday,1,11
12 December 2018,2018,Q4,50,12,December,Wednesday,2,12
13 December 2018,2018,Q4,50,12,December,Thursday,3,13
14 December 2018,2018,Q4,50,12,December,Friday,4,14
15 December 2018,2018,Q4,50,12,December,Saturday,5,15
16 December 2018,2018,Q4,50,12,December,Sunday,6,16
17 December 2018,2018,Q4,51,12,December,Monday,0,17
18 December 2018,2018,Q4,51,12,December,Tuesday,1,18
19 December 2018,2018,Q4,51,12,December,Wednesday,2,19
20 December 2018,2018,Q4,51,12,December,Thursday,3,20
21 December 2018,2018,Q4,51,12,December,Friday,4,21
22 December 2018,2018,Q4,51,12,December,Saturday,5,22
23 December 2018,2018,Q4,51,12,December,Sunday,6,23
24 December 2018,2018,Q4,52,12,December,Monday,0,24
25 December 2018,2018,Q4,52,12,December,Tuesday,1,25
26 December 2018,2018,Q4,52,12,December,Wednesday,2,26
27 December 2018,2018,Q4,52,12,December,Thursday,3,27
28 December 2018,2018,Q4,52,12,December,Friday,4,28
29 December 2018,2018,Q4,52,12,December,Saturday,5,29
30 December 2018,2018,Q4,52,12,December,Sunday,6,30
31 December 2018,2018,Q4,53,12,December,Monday,0,31
01 December 2019,2019,Q4,48,12,December,Sunday,6,1
02 December 2019,2019,Q4,49,12,December,Monday,0,2
03 December 2019,2019,Q4,49,12,December,Tuesday,1,3
04 December 2019,2019,Q4,49,12,December,Wednesday,2,4
05 December 2019,2019,Q4,49,12,December,Thursday,3,5
06 December 2019,2019,Q4,49,12,December,Friday,4,6
07 December 2019,2019,Q4,49,12,December,Saturday,5,7
08 December 2019,2019,Q4,49,12,December,Sunday,6,8
09 December 2019,2019,Q4,50,12,December,Monday,0,9
10 December 2019,2019,Q4,50,12,December,Tuesday,1,10
11 December 2019,2019,Q4,50,12,December,Wednesday,2,11
12 December 2019,2019,Q4,50,12,December,Thursday,3,12
13 December 2019,2019,Q4,50,12,December,Friday,4,13
14 December 2019,2019,Q4,50,12,December,Saturday,5,14
15 December 2019,2019,Q4,50,12,December,Sunday,6,15
16 December 2019,2019,Q4,51,12,December,Monday,0,16
17 December 2019,2019,Q4,51,12,December,Tuesday,1,17
18 December 2019,2019,Q4,51,12,December,Wednesday,2,18
19 December 2019,2019,Q4,51,12,December,Thursday,3,19
20 December 2019,2019,Q4,51,12,December,Friday,4,20
21 December 2019,2019,Q4,51,12,December,Saturday,5,21
22 December 2019,2019,Q4,51,12,December,Sunday,6,22
23 December 2019,2019,Q4,52,12,December,Monday,0,23
24 December 2019,2019,Q4,52,12,December,Tuesday,1,24
25 December 2019,2019,Q4,52,12,December,Wednesday,2,25
26 December 2019,2019,Q4,52,12,December,Thursday,3,26
27 December 2019,2019,Q4,52,12,December,Friday,4,27
28 December 2019,2019,Q4,52,12,December,Saturday,5,28
29 December 2019,2019,Q4,52,12,December,Sunday,6,29
30 December 2019,2019,Q4,53,12,December,Monday,0,30
31 December 2019,2019,Q4,53,12,December,Tuesday,1,31
01 December 2020,2020,Q4,49,12,December,Tuesday,1,1
02 December 2020,2020,Q4,49,12,December,Wednesday,2,2
03 December 2020,2020,Q4,49,12,December,Thursday,3,3
04 December 2020,2020,Q4,49,12,December,Friday,4,4
05 December 2020,2020,Q4,49,12,December,Saturday,5,5
06 December 2020,2020,Q4,49,12,December,Sunday,6,6
07 December 2020,2020,Q4,50,12,December,Monday,0,7
08 December 2020,2020,Q4,50,12,December,Tuesday,1,8
09 December 2020,2020,Q4,50,12,December,Wednesday,2,9
10 December 2020,2020,Q4,50,12,December,Thursday,3,10
11 December 2020,2020,Q4,50,12,December,Friday,4,11
12 December 2020,2020,Q4,50,12,December,Saturday,5,12
13 December 2020,2020,Q4,50,12,December,Sunday,6,13
14 December 2020,2020,Q4,51,12,December,Monday,0,14
15 December 2020,2020,Q4,51,12,December,Tuesday,1,15
16 December 2020,2020,Q4,51,12,December,Wednesday,2,16
17 December 2020,2020,Q4,51,12,December,Thursday,3,17
18 December 2020,2020,Q4,51,12,December,Friday,4,18
19 December 2020,2020,Q4,51,12,December,Saturday,5,19
20 December 2020,2020,Q4,51,12,December,Sunday,6,20
21 December 2020,2020,Q4,52,12,December,Monday,0,21
22 December 2020,2020,Q4,52,12,December,Tuesday,1,22
23 December 2020,2020,Q4,52,12,December,Wednesday,2,23
24 December 2020,2020,Q4,52,12,December,Thursday,3,24
25 December 2020,2020,Q4,52,12,December,Friday,4,25
26 December 2020,2020,Q4,52,12,December,Saturday,5,26
27 December 2020,2020,Q4,52,12,December,Sunday,6,27
28 December 2020,2020,Q4,53,12,December,Monday,0,28
29 December 2020,2020,Q4,53,12,December,Tuesday,1,29
30 December 2020,2020,Q4,53,12,December,Wednesday,2,30
01 October 2017,2017,Q4,40,10,October,Sunday,6,1
02 October 2017,2017,Q4,41,10,October,Monday,0,2
03 October 2017,2017,Q4,41,10,October,Tuesday,1,3
04 October 2017,2017,Q4,41,10,October,Wednesday,2,4
05 October 2017,2017,Q4,41,10,October,Thursday,3,5
06 October 2017,2017,Q4,41,10,October,Friday,4,6
07 October 2017,2017,Q4,41,10,October,Saturday,5,7
08 October 2017,2017,Q4,41,10,October,Sunday,6,8
09 October 2017,2017,Q4,42,10,October,Monday,0,9
10 October 2017,2017,Q4,42,10,October,Tuesday,1,10
11 October 2017,2017,Q4,42,10,October,Wednesday,2,11
12 October 2017,2017,Q4,42,10,October,Thursday,3,12
13 October 2017,2017,Q4,42,10,October,Friday,4,13
14 October 2017,2017,Q4,42,10,October,Saturday,5,14
15 October 2017,2017,Q4,42,10,October,Sunday,6,15
16 October 2017,2017,Q4,43,10,October,Monday,0,16
17 October 2017,2017,Q4,43,10,October,Tuesday,1,17
18 October 2017,2017,Q4,43,10,October,Wednesday,2,18
19 October 2017,2017,Q4,43,10,October,Thursday,3,19
20 October 2017,2017,Q4,43,10,October,Friday,4,20
21 October 2017,2017,Q4,43,10,October,Saturday,5,21
22 October 2017,2017,Q4,43,10,October,Sunday,6,22
23 October 2017,2017,Q4,44,10,October,Monday,0,23
24 October 2017,2017,Q4,44,10,October,Tuesday,1,24
25 October 2017,2017,Q4,44,10,October,Wednesday,2,25
26 October 2017,2017,Q4,44,10,October,Thursday,3,26
27 October 2017,2017,Q4,44,10,October,Friday,4,27
28 October 2017,2017,Q4,44,10,October,Saturday,5,28
29 October 2017,2017,Q4,44,10,October,Sunday,6,29
30 October 2017,2017,Q4,45,10,October,Monday,0,30
31 October 2017,2017,Q4,45,10,October,Tuesday,1,31
01 October 2018,2018,Q4,40,10,October,Monday,0,1
02 October 2018,2018,Q4,40,10,October,Tuesday,1,2
03 October 2018,2018,Q4,40,10,October,Wednesday,2,3
04 October 2018,2018,Q4,40,10,October,Thursday,3,4
05 October 2018,2018,Q4,40,10,October,Friday,4,5
06 October 2018,2018,Q4,40,10,October,Saturday,5,6
07 October 2018,2018,Q4,40,10,October,Sunday,6,7
08 October 2018,2018,Q4,41,10,October,Monday,0,8
09 October 2018,2018,Q4,41,10,October,Tuesday,1,9
10 October 2018,2018,Q4,41,10,October,Wednesday,2,10
11 October 2018,2018,Q4,41,10,October,Thursday,3,11
12 October 2018,2018,Q4,41,10,October,Friday,4,12
13 October 2018,2018,Q4,41,10,October,Saturday,5,13
14 October 2018,2018,Q4,41,10,October,Sunday,6,14
15 October 2018,2018,Q4,42,10,October,Monday,0,15
16 October 2018,2018,Q4,42,10,October,Tuesday,1,16
17 October 2018,2018,Q4,42,10,October,Wednesday,2,17
18 October 2018,2018,Q4,42,10,October,Thursday,3,18
19 October 2018,2018,Q4,42,10,October,Friday,4,19
20 October 2018,2018,Q4,42,10,October,Saturday,5,20
21 October 2018,2018,Q4,42,10,October,Sunday,6,21
22 October 2018,2018,Q4,43,10,October,Monday,0,22
23 October 2018,2018,Q4,43,10,October,Tuesday,1,23
24 October 2018,2018,Q4,43,10,October,Wednesday,2,24
25 October 2018,2018,Q4,43,10,October,Thursday,3,25
26 October 2018,2018,Q4,43,10,October,Friday,4,26
27 October 2018,2018,Q4,43,10,October,Saturday,5,27
28 October 2018,2018,Q4,43,10,October,Sunday,6,28
29 October 2018,2018,Q4,44,10,October,Monday,0,29
30 October 2018,2018,Q4,44,10,October,Tuesday,1,30
31 October 2018,2018,Q4,44,10,October,Wednesday,2,31
01 October 2019,2019,Q4,40,10,October,Tuesday,1,1
02 October 2019,2019,Q4,40,10,October,Wednesday,2,2
03 October 2019,2019,Q4,40,10,October,Thursday,3,3
04 October 2019,2019,Q4,40,10,October,Friday,4,4
05 October 2019,2019,Q4,40,10,October,Saturday,5,5
06 October 2019,2019,Q4,40,10,October,Sunday,6,6
07 October 2019,2019,Q4,41,10,October,Monday,0,7
08 October 2019,2019,Q4,41,10,October,Tuesday,1,8
09 October 2019,2019,Q4,41,10,October,Wednesday,2,9
10 October 2019,2019,Q4,41,10,October,Thursday,3,10
11 October 2019,2019,Q4,41,10,October,Friday,4,11
12 October 2019,2019,Q4,41,10,October,Saturday,5,12
13 October 2019,2019,Q4,41,10,October,Sunday,6,13
14 October 2019,2019,Q4,42,10,October,Monday,0,14
15 October 2019,2019,Q4,42,10,October,Tuesday,1,15
16 October 2019,2019,Q4,42,10,October,Wednesday,2,16
17 October 2019,2019,Q4,42,10,October,Thursday,3,17
18 October 2019,2019,Q4,42,10,October,Friday,4,18
19 October 2019,2019,Q4,42,10,October,Saturday,5,19
20 October 2019,2019,Q4,42,10,October,Sunday,6,20
21 October 2019,2019,Q4,43,10,October,Monday,0,21
22 October 2019,2019,Q4,43,10,October,Tuesday,1,22
23 October 2019,2019,Q4,43,10,October,Wednesday,2,23
24 October 2019,2019,Q4,43,10,October,Thursday,3,24
25 October 2019,2019,Q4,43,10,October,Friday,4,25
26 October 2019,2019,Q4,43,10,October,Saturday,5,26
27 October 2019,2019,Q4,43,10,October,Sunday,6,27
28 October 2019,2019,Q4,44,10,October,Monday,0,28
29 October 2019,2019,Q4,44,10,October,Tuesday,1,29
30 October 2019,2019,Q4,44,10,October,Wednesday,2,30
31 October 2019,2019,Q4,44,10,October,Thursday,3,31
01 October 2020,2020,Q4,40,10,October,Thursday,3,1
02 October 2020,2020,Q4,40,10,October,Friday,4,2
03 October 2020,2020,Q4,40,10,October,Saturday,5,3
04 October 2020,2020,Q4,40,10,October,Sunday,6,4
05 October 2020,2020,Q4,41,10,October,Monday,0,5
06 October 2020,2020,Q4,41,10,October,Tuesday,1,6
07 October 2020,2020,Q4,41,10,October,Wednesday,2,7
08 October 2020,2020,Q4,41,10,October,Thursday,3,8
09 October 2020,2020,Q4,41,10,October,Friday,4,9
10 October 2020,2020,Q4,41,10,October,Saturday,5,10
11 October 2020,2020,Q4,41,10,October,Sunday,6,11
12 October 2020,2020,Q4,42,10,October,Monday,0,12
13 October 2020,2020,Q4,42,10,October,Tuesday,1,13
14 October 2020,2020,Q4,42,10,October,Wednesday,2,14
15 October 2020,2020,Q4,42,10,October,Thursday,3,15
16 October 2020,2020,Q4,42,10,October,Friday,4,16
17 October 2020,2020,Q4,42,10,October,Saturday,5,17
18 October 2020,2020,Q4,42,10,October,Sunday,6,18
19 October 2020,2020,Q4,43,10,October,Monday,0,19
20 October 2020,2020,Q4,43,10,October,Tuesday,1,20
21 October 2020,2020,Q4,43,10,October,Wednesday,2,21
22 October 2020,2020,Q4,43,10,October,Thursday,3,22
23 October 2020,2020,Q4,43,10,October,Friday,4,23
24 October 2020,2020,Q4,43,10,October,Saturday,5,24
25 October 2020,2020,Q4,43,10,October,Sunday,6,25
26 October 2020,2020,Q4,44,10,October,Monday,0,26
27 October 2020,2020,Q4,44,10,October,Tuesday,1,27
28 October 2020,2020,Q4,44,10,October,Wednesday,2,28
29 October 2020,2020,Q4,44,10,October,Thursday,3,29
30 October 2020,2020,Q4,44,10,October,Friday,4,30
31 October 2020,2020,Q4,44,10,October,Saturday,5,31
01 May 2017,2017,Q2,19,5,May,Monday,0,1
02 May 2017,2017,Q2,19,5,May,Tuesday,1,2
03 May 2017,2017,Q2,19,5,May,Wednesday,2,3
04 May 2017,2017,Q2,19,5,May,Thursday,3,4
05 May 2017,2017,Q2,19,5,May,Friday,4,5
06 May 2017,2017,Q2,19,5,May,Saturday,5,6
07 May 2017,2017,Q2,19,5,May,Sunday,6,7
08 May 2017,2017,Q2,20,5,May,Monday,0,8
09 May 2017,2017,Q2,20,5,May,Tuesday,1,9
10 May 2017,2017,Q2,20,5,May,Wednesday,2,10
11 May 2017,2017,Q2,20,5,May,Thursday,3,11
12 May 2017,2017,Q2,20,5,May,Friday,4,12
13 May 2017,2017,Q2,20,5,May,Saturday,5,13
14 May 2017,2017,Q2,20,5,May,Sunday,6,14
15 May 2017,2017,Q2,21,5,May,Monday,0,15
16 May 2017,2017,Q2,21,5,May,Tuesday,1,16
17 May 2017,2017,Q2,21,5,May,Wednesday,2,17
18 May 2017,2017,Q2,21,5,May,Thursday,3,18
19 May 2017,2017,Q2,21,5,May,Friday,4,19
20 May 2017,2017,Q2,21,5,May,Saturday,5,20
21 May 2017,2017,Q2,21,5,May,Sunday,6,21
22 May 2017,2017,Q2,22,5,May,Monday,0,22
23 May 2017,2017,Q2,22,5,May,Tuesday,1,23
24 May 2017,2017,Q2,22,5,May,Wednesday,2,24
25 May 2017,2017,Q2,22,5,May,Thursday,3,25
26 May 2017,2017,Q2,22,5,May,Friday,4,26
27 May 2017,2017,Q2,22,5,May,Saturday,5,27
28 May 2017,2017,Q2,22,5,May,Sunday,6,28
29 May 2017,2017,Q2,23,5,May,Monday,0,29
30 May 2017,2017,Q2,23,5,May,Tuesday,1,30
31 May 2017,2017,Q2,23,5,May,Wednesday,2,31
01 May 2018,2018,Q2,18,5,May,Tuesday,1,1
02 May 2018,2018,Q2,18,5,May,Wednesday,2,2
03 May 2018,2018,Q2,18,5,May,Thursday,3,3
04 May 2018,2018,Q2,18,5,May,Friday,4,4
05 May 2018,2018,Q2,18,5,May,Saturday,5,5
06 May 2018,2018,Q2,18,5,May,Sunday,6,6
07 May 2018,2018,Q2,19,5,May,Monday,0,7
08 May 2018,2018,Q2,19,5,May,Tuesday,1,8
09 May 2018,2018,Q2,19,5,May,Wednesday,2,9
10 May 2018,2018,Q2,19,5,May,Thursday,3,10
11 May 2018,2018,Q2,19,5,May,Friday,4,11
12 May 2018,2018,Q2,19,5,May,Saturday,5,12
13 May 2018,2018,Q2,19,5,May,Sunday,6,13
14 May 2018,2018,Q2,20,5,May,Monday,0,14
15 May 2018,2018,Q2,20,5,May,Tuesday,1,15
16 May 2018,2018,Q2,20,5,May,Wednesday,2,16
17 May 2018,2018,Q2,20,5,May,Thursday,3,17
18 May 2018,2018,Q2,20,5,May,Friday,4,18
19 May 2018,2018,Q2,20,5,May,Saturday,5,19
20 May 2018,2018,Q2,20,5,May,Sunday,6,20
21 May 2018,2018,Q2,21,5,May,Monday,0,21
22 May 2018,2018,Q2,21,5,May,Tuesday,1,22
23 May 2018,2018,Q2,21,5,May,Wednesday,2,23
24 May 2018,2018,Q2,21,5,May,Thursday,3,24
25 May 2018,2018,Q2,21,5,May,Friday,4,25
26 May 2018,2018,Q2,21,5,May,Saturday,5,26
27 May 2018,2018,Q2,21,5,May,Sunday,6,27
28 May 2018,2018,Q2,22,5,May,Monday,0,28
29 May 2018,2018,Q2,22,5,May,Tuesday,1,29
30 May 2018,2018,Q2,22,5,May,Wednesday,2,30
31 May 2018,2018,Q2,22,5,May,Thursday,3,31
01 May 2019,2019,Q2,18,5,May,Wednesday,2,1
02 May 2019,2019,Q2,18,5,May,Thursday,3,2
03 May 2019,2019,Q2,18,5,May,Friday,4,3
04 May 2019,2019,Q2,18,5,May,Saturday,5,4
05 May 2019,2019,Q2,18,5,May,Sunday,6,5
06 May 2019,2019,Q2,19,5,May,Monday,0,6
07 May 2019,2019,Q2,19,5,May,Tuesday,1,7
08 May 2019,2019,Q2,19,5,May,Wednesday,2,8
09 May 2019,2019,Q2,19,5,May,Thursday,3,9
10 May 2019,2019,Q2,19,5,May,Friday,4,10
11 May 2019,2019,Q2,19,5,May,Saturday,5,11
12 May 2019,2019,Q2,19,5,May,Sunday,6,12
13 May 2019,2019,Q2,20,5,May,Monday,0,13
14 May 2019,2019,Q2,20,5,May,Tuesday,1,14
15 May 2019,2019,Q2,20,5,May,Wednesday,2,15
16 May 2019,2019,Q2,20,5,May,Thursday,3,16
17 May 2019,2019,Q2,20,5,May,Friday,4,17
18 May 2019,2019,Q2,20,5,May,Saturday,5,18
19 May 2019,2019,Q2,20,5,May,Sunday,6,19
20 May 2019,2019,Q2,21,5,May,Monday,0,20
21 May 2019,2019,Q2,21,5,May,Tuesday,1,21
22 May 2019,2019,Q2,21,5,May,Wednesday,2,22
23 May 2019,2019,Q2,21,5,May,Thursday,3,23
24 May 2019,2019,Q2,21,5,May,Friday,4,24
25 May 2019,2019,Q2,21,5,May,Saturday,5,25
26 May 2019,2019,Q2,21,5,May,Sunday,6,26
27 May 2019,2019,Q2,22,5,May,Monday,0,27
28 May 2019,2019,Q2,22,5,May,Tuesday,1,28
29 May 2019,2019,Q2,22,5,May,Wednesday,2,29
30 May 2019,2019,Q2,22,5,May,Thursday,3,30
31 May 2019,2019,Q2,22,5,May,Friday,4,31
01 May 2020,2020,Q2,18,5,May,Friday,4,1
02 May 2020,2020,Q2,18,5,May,Saturday,5,2
03 May 2020,2020,Q2,18,5,May,Sunday,6,3
04 May 2020,2020,Q2,19,5,May,Monday,0,4
05 May 2020,2020,Q2,19,5,May,Tuesday,1,5
06 May 2020,2020,Q2,19,5,May,Wednesday,2,6
07 May 2020,2020,Q2,19,5,May,Thursday,3,7
08 May 2020,2020,Q2,19,5,May,Friday,4,8
09 May 2020,2020,Q2,19,5,May,Saturday,5,9
10 May 2020,2020,Q2,19,5,May,Sunday,6,10
11 May 2020,2020,Q2,20,5,May,Monday,0,11
12 May 2020,2020,Q2,20,5,May,Tuesday,1,12
13 May 2020,2020,Q2,20,5,May,Wednesday,2,13
14 May 2020,2020,Q2,20,5,May,Thursday,3,14
15 May 2020,2020,Q2,20,5,May,Friday,4,15
16 May 2020,2020,Q2,20,5,May,Saturday,5,16
17 May 2020,2020,Q2,20,5,May,Sunday,6,17
18 May 2020,2020,Q2,21,5,May,Monday,0,18
19 May 2020,2020,Q2,21,5,May,Tuesday,1,19
20 May 2020,2020,Q2,21,5,May,Wednesday,2,20
21 May 2020,2020,Q2,21,5,May,Thursday,3,21
22 May 2020,2020,Q2,21,5,May,Friday,4,22
23 May 2020,2020,Q2,21,5,May,Saturday,5,23
24 May 2020,2020,Q2,21,5,May,Sunday,6,24
25 May 2020,2020,Q2,22,5,May,Monday,0,25
26 May 2020,2020,Q2,22,5,May,Tuesday,1,26
27 May 2020,2020,Q2,22,5,May,Wednesday,2,27
28 May 2020,2020,Q2,22,5,May,Thursday,3,28
29 May 2020,2020,Q2,22,5,May,Friday,4,29
30 May 2020,2020,Q2,22,5,May,Saturday,5,30
31 May 2020,2020,Q2,22,5,May,Sunday,6,31
01 April 2017,2017,Q2,14,4,April,Saturday,5,1
02 April 2017,2017,Q2,14,4,April,Sunday,6,2
03 April 2017,2017,Q2,15,4,April,Monday,0,3
04 April 2017,2017,Q2,15,4,April,Tuesday,1,4
05 April 2017,2017,Q2,15,4,April,Wednesday,2,5
06 April 2017,2017,Q2,15,4,April,Thursday,3,6
07 April 2017,2017,Q2,15,4,April,Friday,4,7
08 April 2017,2017,Q2,15,4,April,Saturday,5,8
09 April 2017,2017,Q2,15,4,April,Sunday,6,9
10 April 2017,2017,Q2,16,4,April,Monday,0,10
11 April 2017,2017,Q2,16,4,April,Tuesday,1,11
12 April 2017,2017,Q2,16,4,April,Wednesday,2,12
13 April 2017,2017,Q2,16,4,April,Thursday,3,13
14 April 2017,2017,Q2,16,4,April,Friday,4,14
15 April 2017,2017,Q2,16,4,April,Saturday,5,15
16 April 2017,2017,Q2,16,4,April,Sunday,6,16
17 April 2017,2017,Q2,17,4,April,Monday,0,17
18 April 2017,2017,Q2,17,4,April,Tuesday,1,18
19 April 2017,2017,Q2,17,4,April,Wednesday,2,19
20 April 2017,2017,Q2,17,4,April,Thursday,3,20
21 April 2017,2017,Q2,17,4,April,Friday,4,21
22 April 2017,2017,Q2,17,4,April,Saturday,5,22
23 April 2017,2017,Q2,17,4,April,Sunday,6,23
24 April 2017,2017,Q2,18,4,April,Monday,0,24
25 April 2017,2017,Q2,18,4,April,Tuesday,1,25
26 April 2017,2017,Q2,18,4,April,Wednesday,2,26
27 April 2017,2017,Q2,18,4,April,Thursday,3,27
28 April 2017,2017,Q2,18,4,April,Friday,4,28
29 April 2017,2017,Q2,18,4,April,Saturday,5,29
30 April 2017,2017,Q2,18,4,April,Sunday,6,30
01 April 2018,2018,Q2,13,4,April,Sunday,6,1
02 April 2018,2018,Q2,14,4,April,Monday,0,2
03 April 2018,2018,Q2,14,4,April,Tuesday,1,3
04 April 2018,2018,Q2,14,4,April,Wednesday,2,4
05 April 2018,2018,Q2,14,4,April,Thursday,3,5
06 April 2018,2018,Q2,14,4,April,Friday,4,6
07 April 2018,2018,Q2,14,4,April,Saturday,5,7
08 April 2018,2018,Q2,14,4,April,Sunday,6,8
09 April 2018,2018,Q2,15,4,April,Monday,0,9
10 April 2018,2018,Q2,15,4,April,Tuesday,1,10
11 April 2018,2018,Q2,15,4,April,Wednesday,2,11
12 April 2018,2018,Q2,15,4,April,Thursday,3,12
13 April 2018,2018,Q2,15,4,April,Friday,4,13
14 April 2018,2018,Q2,15,4,April,Saturday,5,14
15 April 2018,2018,Q2,15,4,April,Sunday,6,15
16 April 2018,2018,Q2,16,4,April,Monday,0,16
17 April 2018,2018,Q2,16,4,April,Tuesday,1,17
18 April 2018,2018,Q2,16,4,April,Wednesday,2,18
19 April 2018,2018,Q2,16,4,April,Thursday,3,19
20 April 2018,2018,Q2,16,4,April,Friday,4,20
21 April 2018,2018,Q2,16,4,April,Saturday,5,21
22 April 2018,2018,Q2,16,4,April,Sunday,6,22
23 April 2018,2018,Q2,17,4,April,Monday,0,23
24 April 2018,2018,Q2,17,4,April,Tuesday,1,24
25 April 2018,2018,Q2,17,4,April,Wednesday,2,25
26 April 2018,2018,Q2,17,4,April,Thursday,3,26
27 April 2018,2018,Q2,17,4,April,Friday,4,27
28 April 2018,2018,Q2,17,4,April,Saturday,5,28
29 April 2018,2018,Q2,17,4,April,Sunday,6,29
30 April 2018,2018,Q2,18,4,April,Monday,0,30
01 April 2019,2019,Q2,14,4,April,Monday,0,1
02 April 2019,2019,Q2,14,4,April,Tuesday,1,2
03 April 2019,2019,Q2,14,4,April,Wednesday,2,3
04 April 2019,2019,Q2,14,4,April,Thursday,3,4
05 April 2019,2019,Q2,14,4,April,Friday,4,5
06 April 2019,2019,Q2,14,4,April,Saturday,5,6
07 April 2019,2019,Q2,14,4,April,Sunday,6,7
08 April 2019,2019,Q2,15,4,April,Monday,0,8
09 April 2019,2019,Q2,15,4,April,Tuesday,1,9
10 April 2019,2019,Q2,15,4,April,Wednesday,2,10
11 April 2019,2019,Q2,15,4,April,Thursday,3,11
12 April 2019,2019,Q2,15,4,April,Friday,4,12
13 April 2019,2019,Q2,15,4,April,Saturday,5,13
14 April 2019,2019,Q2,15,4,April,Sunday,6,14
15 April 2019,2019,Q2,16,4,April,Monday,0,15
16 April 2019,2019,Q2,16,4,April,Tuesday,1,16
17 April 2019,2019,Q2,16,4,April,Wednesday,2,17
18 April 2019,2019,Q2,16,4,April,Thursday,3,18
19 April 2019,2019,Q2,16,4,April,Friday,4,19
20 April 2019,2019,Q2,16,4,April,Saturday,5,20
21 April 2019,2019,Q2,16,4,April,Sunday,6,21
22 April 2019,2019,Q2,17,4,April,Monday,0,22
23 April 2019,2019,Q2,17,4,April,Tuesday,1,23
24 April 2019,2019,Q2,17,4,April,Wednesday,2,24
25 April 2019,2019,Q2,17,4,April,Thursday,3,25
26 April 2019,2019,Q2,17,4,April,Friday,4,26
27 April 2019,2019,Q2,17,4,April,Saturday,5,27
28 April 2019,2019,Q2,17,4,April,Sunday,6,28
29 April 2019,2019,Q2,18,4,April,Monday,0,29
30 April 2019,2019,Q2,18,4,April,Tuesday,1,30
01 April 2020,2020,Q2,14,4,April,Wednesday,2,1
02 April 2020,2020,Q2,14,4,April,Thursday,3,2
03 April 2020,2020,Q2,14,4,April,Friday,4,3
04 April 2020,2020,Q2,14,4,April,Saturday,5,4
05 April 2020,2020,Q2,14,4,April,Sunday,6,5
06 April 2020,2020,Q2,15,4,April,Monday,0,6
07 April 2020,2020,Q2,15,4,April,Tuesday,1,7
08 April 2020,2020,Q2,15,4,April,Wednesday,2,8
09 April 2020,2020,Q2,15,4,April,Thursday,3,9
10 April 2020,2020,Q2,15,4,April,Friday,4,10
11 April 2020,2020,Q2,15,4,April,Saturday,5,11
