Year,Measure,Sex,OrgCode,Admissions,Stand_Admissions_Rate,
2018/19,FAE_Primary_Obesity,Female,E38000218,20,19,
2018/19,FAE_Primary_Obesity,Female,E38000219,20,19,
2018/19,FAE_Primary_Obesity,Female,E38000220,295,55,
2018/19,FAE_Primary_Obesity,Female,E38000221,90,37,
2018/19,FAE_Primary_Obesity,Female,E38000222,110,24,
2018/19,FAE_Primary_Obesity,Female,E38000223,35,12,
2018/19,FAE_Primary_Obesity,Female,E38000224,40,18,
2018/19,FAE_Primary_Obesity,Female,E38000225,35,10,
2018/19,FAE_Primary_Obesity,Female,E38000226,,3,
2018/19,FAE_Primary_Obesity,Female,E38000227,20,20,
2018/19,FAE_Primary_Obesity,Female,E38000228,20,11,
2018/19,FAE_Primary_Obesity,Female,E39000018,1930,45,
2018/19,FAE_Primary_Obesity,Female,E39000026,215,17,
2018/19,FAE_Primary_Obesity,Female,E39000029,440,16,
2018/19,FAE_Primary_Obesity,Female,E39000030,530,23,
2018/19,FAE_Primary_Obesity,Female,E39000031,365,17,
2018/19,FAE_Primary_Obesity,Female,E39000032,525,30,
2018/19,FAE_Primary_Obesity,Female,E39000033,850,42,
2018/19,FAE_Primary_Obesity,Female,E39000037,265,19,
2018/19,FAE_Primary_Obesity,Female,E39000039,1075,74,
2018/19,FAE_Primary_Obesity,Female,E39000040,140,17,
2018/19,FAE_Primary_Obesity,Female,E39000041,565,27,
2018/19,FAE_Primary_Obesity,Female,E39000042,755,33,
2018/19,FAE_Primary_Obesity,Female,E39000043,230,19,
2018/19,FAE_Primary_Obesity,Female,E39000044,345,23,
2018/19,FAE_Primary_Obesity,Female,E40000001,2140,28,
2018/19,FAE_Primary_Obesity,Female,E40000002,2275,27,
2018/19,FAE_Primary_Obesity,Female,E40000003,1930,45,
2018/19,FAE_Primary_Obesity,Female,E40000005,1320,30,
2018/19,FAE_Primary_Obesity,Female,E40000006,580,21,
2018/19,FAE_Primary_Obesity,Female,E54000005,145,12,
2018/19,FAE_Primary_Obesity,Female,E54000006,70,10,
2018/19,FAE_Primary_Obesity,Female,E54000007,265,19,
2018/19,FAE_Primary_Obesity,Female,E54000008,215,17,
2018/19,FAE_Primary_Obesity,Female,E54000009,205,28,
2018/19,FAE_Primary_Obesity,Female,E54000010,215,40,
2018/19,FAE_Primary_Obesity,Female,E54000011,145,60,
2018/19,FAE_Primary_Obesity,Female,E54000012,95,19,
2018/19,FAE_Primary_Obesity,Female,E54000013,50,13,
2018/19,FAE_Primary_Obesity,Female,E54000014,65,13,
2018/19,FAE_Primary_Obesity,Female,E54000015,60,12,
2018/19,FAE_Primary_Obesity,Female,E54000016,285,44,
2018/19,FAE_Primary_Obesity,Female,E54000017,295,55,
2018/19,FAE_Primary_Obesity,Female,E54000018,130,29,
2018/19,FAE_Primary_Obesity,Female,E54000019,135,36,
2018/19,FAE_Primary_Obesity,Female,E54000020,95,26,
2018/19,FAE_Primary_Obesity,Female,E54000021,85,19,
2018/19,FAE_Primary_Obesity,Female,E54000022,110,23,
2018/19,FAE_Primary_Obesity,Female,E54000023,50,11,
2018/19,FAE_Primary_Obesity,Female,E54000024,185,40,
2018/19,FAE_Primary_Obesity,Female,E54000025,175,24,
2018/19,FAE_Primary_Obesity,Female,E54000026,85,14,
2018/19,FAE_Primary_Obesity,Female,E54000027,445,46,
2018/19,FAE_Primary_Obesity,Female,E54000028,235,33,
2018/19,FAE_Primary_Obesity,Female,E54000029,285,32,
2018/19,FAE_Primary_Obesity,Female,E54000030,740,81,
2018/19,FAE_Primary_Obesity,Female,E54000031,220,29,
2018/19,FAE_Primary_Obesity,Female,E54000032,315,35,
2018/19,FAE_Primary_Obesity,Female,E54000033,275,30,
2018/19,FAE_Primary_Obesity,Female,E54000034,80,22,
2018/19,FAE_Primary_Obesity,Female,E54000035,165,39,
2018/19,FAE_Primary_Obesity,Female,E54000036,85,30,
2018/19,FAE_Primary_Obesity,Female,E54000037,120,21,
2018/19,FAE_Primary_Obesity,Female,E54000038,80,29,
2018/19,FAE_Primary_Obesity,Female,E54000039,110,24,
2018/19,FAE_Primary_Obesity,Female,E54000040,90,20,
2018/19,FAE_Primary_Obesity,Female,E54000041,65,17,
2018/19,FAE_Primary_Obesity,Female,E54000042,305,35,
2018/19,FAE_Primary_Obesity,Female,E54000043,30,10,
2018/19,FAE_Primary_Obesity,Female,E54000044,180,21,
2018/19,FAE_Primary_Obesity,Female,E54000048,140,17,
2018/19,FAE_Primary_Obesity,Female,E54000049,1100,72,
2018/19,FAE_Primary_Obesity,Female,E92000001,8237,30,
2018/19,FAE_Primary_Obesity,Male,E38000001,,7,
2018/19,FAE_Primary_Obesity,Male,E38000002,,12,
2018/19,FAE_Primary_Obesity,Male,E38000004,10,11,
2018/19,FAE_Primary_Obesity,Male,E38000005,35,22,
2018/19,FAE_Primary_Obesity,Male,E38000006,10,6,
2018/19,FAE_Primary_Obesity,Male,E38000007,15,12,
2018/19,FAE_Primary_Obesity,Male,E38000008,,4,
2018/19,FAE_Primary_Obesity,Male,E38000009,,6,
2018/19,FAE_Primary_Obesity,Male,E38000010,20,9,
2018/19,FAE_Primary_Obesity,Male,E38000011,30,24,
2018/19,FAE_Primary_Obesity,Male,E38000014,,6,
2018/19,FAE_Primary_Obesity,Male,E38000015,,8,
2018/19,FAE_Primary_Obesity,Male,E38000016,15,12,
2018/19,FAE_Primary_Obesity,Male,E38000018,,2,
2018/19,FAE_Primary_Obesity,Male,E38000019,,3,
2018/19,FAE_Primary_Obesity,Male,E38000020,20,14,
2018/19,FAE_Primary_Obesity,Male,E38000021,10,9,
2018/19,FAE_Primary_Obesity,Male,E38000023,20,14,
2018/19,FAE_Primary_Obesity,Male,E38000024,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000025,10,10,
2018/19,FAE_Primary_Obesity,Male,E38000026,50,11,
2018/19,FAE_Primary_Obesity,Male,E38000027,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000028,10,14,
2018/19,FAE_Primary_Obesity,Male,E38000029,,3,
2018/19,FAE_Primary_Obesity,Male,E38000030,,5,
2018/19,FAE_Primary_Obesity,Male,E38000031,10,12,
2018/19,FAE_Primary_Obesity,Male,E38000034,10,10,
2018/19,FAE_Primary_Obesity,Male,E38000035,20,15,
2018/19,FAE_Primary_Obesity,Male,E38000037,,6,
2018/19,FAE_Primary_Obesity,Male,E38000038,20,10,
2018/19,FAE_Primary_Obesity,Male,E38000039,10,15,
2018/19,FAE_Primary_Obesity,Male,E38000040,25,14,
2018/19,FAE_Primary_Obesity,Male,E38000042,10,18,
2018/19,FAE_Primary_Obesity,Male,E38000043,25,22,
2018/19,FAE_Primary_Obesity,Male,E38000044,25,18,
2018/19,FAE_Primary_Obesity,Male,E38000045,25,6,
2018/19,FAE_Primary_Obesity,Male,E38000046,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000047,55,45,
2018/19,FAE_Primary_Obesity,Male,E38000048,40,30,
2018/19,FAE_Primary_Obesity,Male,E38000049,25,10,
2018/19,FAE_Primary_Obesity,Male,E38000050,25,13,
2018/19,FAE_Primary_Obesity,Male,E38000051,,1,
2018/19,FAE_Primary_Obesity,Male,E38000052,,4,
2018/19,FAE_Primary_Obesity,Male,E38000053,,6,
2018/19,FAE_Primary_Obesity,Male,E38000054,10,9,
2018/19,FAE_Primary_Obesity,Male,E38000055,15,15,
2018/19,FAE_Primary_Obesity,Male,E38000056,0,0,
2018/19,FAE_Primary_Obesity,Male,E38000057,15,10,
2018/19,FAE_Primary_Obesity,Male,E38000058,,4,
2018/19,FAE_Primary_Obesity,Male,E38000059,10,11,
2018/19,FAE_Primary_Obesity,Male,E38000062,15,5,
2018/19,FAE_Primary_Obesity,Male,E38000063,,4,
2018/19,FAE_Primary_Obesity,Male,E38000064,,6,
2018/19,FAE_Primary_Obesity,Male,E38000066,15,14,
2018/19,FAE_Primary_Obesity,Male,E38000068,,6,
2018/19,FAE_Primary_Obesity,Male,E38000069,,9,
2018/19,FAE_Primary_Obesity,Male,E38000070,15,17,
2018/19,FAE_Primary_Obesity,Male,E38000071,,10,
2018/19,FAE_Primary_Obesity,Male,E38000072,15,12,
2018/19,FAE_Primary_Obesity,Male,E38000073,,7,
2018/19,FAE_Primary_Obesity,Male,E38000074,15,13,
2018/19,FAE_Primary_Obesity,Male,E38000075,30,21,
2018/19,FAE_Primary_Obesity,Male,E38000076,20,21,
2018/19,FAE_Primary_Obesity,Male,E38000077,20,16,
2018/19,FAE_Primary_Obesity,Male,E38000078,,4,
2018/19,FAE_Primary_Obesity,Male,E38000079,35,13,
2018/19,FAE_Primary_Obesity,Male,E38000080,10,10,
2018/19,FAE_Primary_Obesity,Male,E38000081,,7,
2018/19,FAE_Primary_Obesity,Male,E38000082,30,25,
2018/19,FAE_Primary_Obesity,Male,E38000083,,6,
2018/19,FAE_Primary_Obesity,Male,E38000084,30,24,
2018/19,FAE_Primary_Obesity,Male,E38000085,,3,
2018/19,FAE_Primary_Obesity,Male,E38000086,,3,
2018/19,FAE_Primary_Obesity,Male,E38000087,,8,
2018/19,FAE_Primary_Obesity,Male,E38000088,10,12,
2018/19,FAE_Primary_Obesity,Male,E38000089,20,8,
2018/19,FAE_Primary_Obesity,Male,E38000090,15,18,
2018/19,FAE_Primary_Obesity,Male,E38000091,10,15,
2018/19,FAE_Primary_Obesity,Male,E38000092,30,23,
2018/19,FAE_Primary_Obesity,Male,E38000097,,3,
2018/19,FAE_Primary_Obesity,Male,E38000098,50,41,
2018/19,FAE_Primary_Obesity,Male,E38000099,,5,
2018/19,FAE_Primary_Obesity,Male,E38000100,10,9,
2018/19,FAE_Primary_Obesity,Male,E38000101,20,8,
2018/19,FAE_Primary_Obesity,Male,E38000102,30,26,
2018/19,FAE_Primary_Obesity,Male,E38000103,,4,
2018/19,FAE_Primary_Obesity,Male,E38000104,35,27,
2018/19,FAE_Primary_Obesity,Male,E38000105,15,13,
2018/19,FAE_Primary_Obesity,Male,E38000106,,3,
2018/19,FAE_Primary_Obesity,Male,E38000107,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000108,25,8,
2018/19,FAE_Primary_Obesity,Male,E38000109,0,0,
2018/19,FAE_Primary_Obesity,Male,E38000113,10,7,
2018/19,FAE_Primary_Obesity,Male,E38000115,10,7,
2018/19,FAE_Primary_Obesity,Male,E38000116,40,34,
2018/19,FAE_Primary_Obesity,Male,E38000117,,2,
2018/19,FAE_Primary_Obesity,Male,E38000118,,6,
2018/19,FAE_Primary_Obesity,Male,E38000119,10,13,
2018/19,FAE_Primary_Obesity,Male,E38000120,10,9,
2018/19,FAE_Primary_Obesity,Male,E38000121,,4,
2018/19,FAE_Primary_Obesity,Male,E38000122,10,11,
2018/19,FAE_Primary_Obesity,Male,E38000124,10,11,
2018/19,FAE_Primary_Obesity,Male,E38000126,10,12,
2018/19,FAE_Primary_Obesity,Male,E38000127,10,10,
2018/19,FAE_Primary_Obesity,Male,E38000128,40,23,
2018/19,FAE_Primary_Obesity,Male,E38000129,30,7,
2018/19,FAE_Primary_Obesity,Male,E38000130,20,15,
2018/19,FAE_Primary_Obesity,Male,E38000132,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000133,,1,
2018/19,FAE_Primary_Obesity,Male,E38000134,0,0,
2018/19,FAE_Primary_Obesity,Male,E38000135,10,6,
2018/19,FAE_Primary_Obesity,Male,E38000136,15,4,
2018/19,FAE_Primary_Obesity,Male,E38000137,25,26,
2018/19,FAE_Primary_Obesity,Male,E38000138,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000139,10,10,
2018/19,FAE_Primary_Obesity,Male,E38000140,10,10,
2018/19,FAE_Primary_Obesity,Male,E38000141,,4,
2018/19,FAE_Primary_Obesity,Male,E38000142,0,0,
2018/19,FAE_Primary_Obesity,Male,E38000143,10,9,
2018/19,FAE_Primary_Obesity,Male,E38000144,35,15,
2018/19,FAE_Primary_Obesity,Male,E38000145,10,15,
2018/19,FAE_Primary_Obesity,Male,E38000146,20,7,
2018/19,FAE_Primary_Obesity,Male,E38000147,15,8,
2018/19,FAE_Primary_Obesity,Male,E38000150,25,9,
2018/19,FAE_Primary_Obesity,Male,E38000151,,6,
2018/19,FAE_Primary_Obesity,Male,E38000152,,5,
2018/19,FAE_Primary_Obesity,Male,E38000153,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000154,25,24,
2018/19,FAE_Primary_Obesity,Male,E38000156,10,9,
2018/19,FAE_Primary_Obesity,Male,E38000157,,4,
2018/19,FAE_Primary_Obesity,Male,E38000161,10,15,
2018/19,FAE_Primary_Obesity,Male,E38000162,25,18,
2018/19,FAE_Primary_Obesity,Male,E38000163,50,69,
2018/19,FAE_Primary_Obesity,Male,E38000164,10,6,
2018/19,FAE_Primary_Obesity,Male,E38000165,,3,
2018/19,FAE_Primary_Obesity,Male,E38000166,10,7,
2018/19,FAE_Primary_Obesity,Male,E38000167,15,14,
2018/19,FAE_Primary_Obesity,Male,E38000168,,7,
2018/19,FAE_Primary_Obesity,Male,E38000169,15,5,
2018/19,FAE_Primary_Obesity,Male,E38000170,,4,
2018/19,FAE_Primary_Obesity,Male,E38000171,55,44,
2018/19,FAE_Primary_Obesity,Male,E38000172,10,10,
2018/19,FAE_Primary_Obesity,Male,E38000173,,9,
2018/19,FAE_Primary_Obesity,Male,E38000174,10,5,
2018/19,FAE_Primary_Obesity,Male,E38000175,25,19,
2018/19,FAE_Primary_Obesity,Male,E38000176,100,75,
2018/19,FAE_Primary_Obesity,Male,E38000177,10,6,
2018/19,FAE_Primary_Obesity,Male,E38000178,,10,
2018/19,FAE_Primary_Obesity,Male,E38000179,15,17,
2018/19,FAE_Primary_Obesity,Male,E38000180,15,31,
2018/19,FAE_Primary_Obesity,Male,E38000181,,5,
2018/19,FAE_Primary_Obesity,Male,E38000182,,5,
2018/19,FAE_Primary_Obesity,Male,E38000183,25,29,
2018/19,FAE_Primary_Obesity,Male,E38000184,10,14,
2018/19,FAE_Primary_Obesity,Male,E38000185,10,12,
2018/19,FAE_Primary_Obesity,Male,E38000186,,6,
2018/19,FAE_Primary_Obesity,Male,E38000187,,4,
2018/19,FAE_Primary_Obesity,Male,E38000188,,3,
2018/19,FAE_Primary_Obesity,Male,E38000189,0,0,
2018/19,FAE_Primary_Obesity,Male,E38000190,10,6,
2018/19,FAE_Primary_Obesity,Male,E38000191,15,11,
2018/19,FAE_Primary_Obesity,Male,E38000192,15,12,
2018/19,FAE_Primary_Obesity,Male,E38000193,10,9,
2018/19,FAE_Primary_Obesity,Male,E38000194,,5,
2018/19,FAE_Primary_Obesity,Male,E38000195,,7,
2018/19,FAE_Primary_Obesity,Male,E38000196,,4,
2018/19,FAE_Primary_Obesity,Male,E38000197,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000198,20,8,
2018/19,FAE_Primary_Obesity,Male,E38000199,25,11,
2018/19,FAE_Primary_Obesity,Male,E38000200,,2,
2018/19,FAE_Primary_Obesity,Male,E38000201,,3,
2018/19,FAE_Primary_Obesity,Male,E38000202,10,11,
2018/19,FAE_Primary_Obesity,Male,E38000203,,3,
2018/19,FAE_Primary_Obesity,Male,E38000204,,5,
2018/19,FAE_Primary_Obesity,Male,E38000205,,4,
2018/19,FAE_Primary_Obesity,Male,E38000206,10,5,
2018/19,FAE_Primary_Obesity,Male,E38000208,,4,
2018/19,FAE_Primary_Obesity,Male,E38000210,20,16,
2018/19,FAE_Primary_Obesity,Male,E38000211,,10,
2018/19,FAE_Primary_Obesity,Male,E38000212,45,19,
2018/19,FAE_Primary_Obesity,Male,E38000213,30,13,
2018/19,FAE_Primary_Obesity,Male,E38000214,10,11,
2018/19,FAE_Primary_Obesity,Male,E38000215,10,7,
2018/19,FAE_Primary_Obesity,Male,E38000217,50,16,
2018/19,FAE_Primary_Obesity,Male,E38000218,,7,
2018/19,FAE_Primary_Obesity,Male,E38000219,10,8,
2018/19,FAE_Primary_Obesity,Male,E38000220,80,16,
2018/19,FAE_Primary_Obesity,Male,E38000221,25,11,
2018/19,FAE_Primary_Obesity,Male,E38000222,40,9,
2018/19,FAE_Primary_Obesity,Male,E38000223,20,8,
2018/19,FAE_Primary_Obesity,Male,E38000224,15,6,
2018/19,FAE_Primary_Obesity,Male,E38000225,25,7,
2018/19,FAE_Primary_Obesity,Male,E38000226,,2,
2018/19,FAE_Primary_Obesity,Male,E38000227,,3,
2018/19,FAE_Primary_Obesity,Male,E38000228,,3,
2018/19,FAE_Primary_Obesity,Male,E39000018,650,17,
2018/19,FAE_Primary_Obesity,Male,E39000026,75,6,
2018/19,FAE_Primary_Obesity,Male,E39000029,185,7,
2018/19,FAE_Primary_Obesity,Male,E39000030,185,8,
2018/19,FAE_Primary_Obesity,Male,E39000031,150,7,
2018/19,FAE_Primary_Obesity,Male,E39000032,150,8,
2018/19,FAE_Primary_Obesity,Male,E39000033,230,12,
2018/19,FAE_Primary_Obesity,Male,E39000037,130,9,
2018/19,FAE_Primary_Obesity,Male,E39000039,390,28,
2018/19,FAE_Primary_Obesity,Male,E39000040,55,7,
2018/19,FAE_Primary_Obesity,Male,E39000041,195,9,
2018/19,FAE_Primary_Obesity,Male,E39000042,295,14,
2018/19,FAE_Primary_Obesity,Male,E39000043,80,7,
2018/19,FAE_Primary_Obesity,Male,E39000044,105,7,
2018/19,FAE_Primary_Obesity,Male,E40000001,840,11,
2018/19,FAE_Primary_Obesity,Male,E40000002,715,9,
2018/19,FAE_Primary_Obesity,Male,E40000003,650,17,
2018/19,FAE_Primary_Obesity,Male,E40000005,490,12,
2018/19,FAE_Primary_Obesity,Male,E40000006,190,7,
2018/19,FAE_Primary_Obesity,Male,E54000005,75,6,
2018/19,FAE_Primary_Obesity,Male,E54000006,40,6,
2018/19,FAE_Primary_Obesity,Male,E54000007,130,9,
2018/19,FAE_Primary_Obesity,Male,E54000008,75,6,
2018/19,FAE_Primary_Obesity,Male,E54000009,65,8,
2018/19,FAE_Primary_Obesity,Male,E54000010,65,12,
2018/19,FAE_Primary_Obesity,Male,E54000011,40,15,
2018/19,FAE_Primary_Obesity,Male,E54000012,30,6,
2018/19,FAE_Primary_Obesity,Male,E54000013,20,6,
2018/19,FAE_Primary_Obesity,Male,E54000014,15,3,
2018/19,FAE_Primary_Obesity,Male,E54000015,10,2,
2018/19,FAE_Primary_Obesity,Male,E54000016,85,13,
2018/19,FAE_Primary_Obesity,Male,E54000017,80,16,
2018/19,FAE_Primary_Obesity,Male,E54000018,35,8,
2018/19,FAE_Primary_Obesity,Male,E54000019,30,8,
2018/19,FAE_Primary_Obesity,Male,E54000020,30,8,
2018/19,FAE_Primary_Obesity,Male,E54000021,50,11,
2018/19,FAE_Primary_Obesity,Male,E54000022,35,7,
2018/19,FAE_Primary_Obesity,Male,E54000023,15,3,
2018/19,FAE_Primary_Obesity,Male,E54000024,60,12,
2018/19,FAE_Primary_Obesity,Male,E54000025,75,11,
2018/19,FAE_Primary_Obesity,Male,E54000026,40,7,
2018/19,FAE_Primary_Obesity,Male,E54000027,175,19,
2018/19,FAE_Primary_Obesity,Male,E54000028,90,14,
2018/19,FAE_Primary_Obesity,Male,E54000029,90,11,
2018/19,FAE_Primary_Obesity,Male,E54000030,205,26,
2018/19,FAE_Primary_Obesity,Male,E54000031,90,13,
2018/19,FAE_Primary_Obesity,Male,E54000032,135,15,
2018/19,FAE_Primary_Obesity,Male,E54000033,105,11,
2018/19,FAE_Primary_Obesity,Male,E54000034,25,6,
2018/19,FAE_Primary_Obesity,Male,E54000035,60,14,
2018/19,FAE_Primary_Obesity,Male,E54000036,20,8,
2018/19,FAE_Primary_Obesity,Male,E54000037,35,6,
2018/19,FAE_Primary_Obesity,Male,E54000038,25,9,
2018/19,FAE_Primary_Obesity,Male,E54000039,40,9,
2018/19,FAE_Primary_Obesity,Male,E54000040,25,5,
2018/19,FAE_Primary_Obesity,Male,E54000041,25,6,
2018/19,FAE_Primary_Obesity,Male,E54000042,110,13,
2018/19,FAE_Primary_Obesity,Male,E54000043,15,5,
2018/19,FAE_Primary_Obesity,Male,E54000044,60,7,
2018/19,FAE_Primary_Obesity,Male,E54000048,55,7,
2018/19,FAE_Primary_Obesity,Male,E54000049,395,27,
2018/19,FAE_Primary_Obesity,Male,E92000001,2880,10.7,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000001,3825,2362,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000002,1775,1420,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000004,2875,1680,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000005,3240,926,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000006,2760,1126,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000007,2145,853,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000008,1845,1598,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000009,2260,1258,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000010,6360,1453,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000011,3225,1407,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000014,3710,2782,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000015,3300,2387,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000016,2425,907,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000018,1835,3175,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000019,9580,3137,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000020,6140,2160,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000021,2120,841,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000023,3815,1203,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000024,2350,1278,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000025,3310,1625,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000026,10210,1199,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000027,1580,765,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000028,3725,2708,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000029,3035,1461,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000030,1435,780,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000031,2025,1265,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000034,1980,1108,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000035,4970,2390,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000037,2995,4661,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000038,11175,2717,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000039,1335,1282,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000040,3720,1048,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000042,940,892,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000043,4185,1683,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000044,5310,1731,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000045,12055,1464,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000046,6910,2210,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000047,3910,1396,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000048,6590,2222,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000049,5735,1058,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000050,9725,2632,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000051,5635,1676,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000052,5335,1582,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000053,5090,4009,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000054,2085,1179,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000055,2280,1156,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000056,2265,1124,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000057,3095,1073,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000058,2540,2627,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000059,2855,1397,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000062,13620,2175,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000063,3415,1536,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000064,3180,1333,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000066,3265,1331,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000068,2215,1764,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000069,895,551,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000070,3135,2220,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000071,3415,3003,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000072,2285,1085,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000073,2320,1442,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000074,4010,1742,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000075,4690,1662,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000076,3120,1561,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000077,3175,1293,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000078,2520,1305,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000079,11220,2032,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000080,2955,1429,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000081,1465,794,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000082,3610,1320,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000083,2215,946,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000084,2980,1269,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000085,3220,1272,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000086,6485,1593,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000087,2675,1729,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000088,1980,1245,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000089,14570,2513,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000090,1495,968,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000091,2205,1510,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000092,6170,2606,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000097,5230,1756,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000098,3870,1544,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000099,4290,1771,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000100,3495,1461,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000101,6350,1389,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000102,4280,2264,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000103,8750,4407,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000104,4745,1819,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000105,1655,963,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000106,3435,882,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000107,3685,1501,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000108,17895,2836,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000109,4095,3314,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000113,4200,1771,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000115,5665,2051,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000116,2625,1051,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000117,4075,1193,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E38000118,1055,519,
