Year,Measure,Sex,OrgCode,Admissions,Stand_Admissions_Rate,
2018/19,FAE_Primary_Obesity,Male,E09000029,15,17,
2018/19,FAE_Primary_Obesity,Male,E09000030,,6,
2018/19,FAE_Primary_Obesity,Male,E09000031,15,12,
2018/19,FAE_Primary_Obesity,Male,E09000032,10,9,
2018/19,FAE_Primary_Obesity,Male,E09000033,15,14,
2018/19,FAE_Primary_Obesity,Male,E10000002,20,7,
2018/19,FAE_Primary_Obesity,Male,E10000003,35,11,
2018/19,FAE_Primary_Obesity,Male,E10000006,10,5,
2018/19,FAE_Primary_Obesity,Male,E10000007,25,6,
2018/19,FAE_Primary_Obesity,Male,E10000008,15,5,
2018/19,FAE_Primary_Obesity,Male,E10000009,10,6,
2018/19,FAE_Primary_Obesity,Male,E10000011,35,14,
2018/19,FAE_Primary_Obesity,Male,E10000012,40,6,
2018/19,FAE_Primary_Obesity,Male,E10000013,15,5,
2018/19,FAE_Primary_Obesity,Male,E10000014,70,11,
2018/19,FAE_Primary_Obesity,Male,E10000015,60,11,
2018/19,FAE_Primary_Obesity,Male,E10000016,95,13,
2018/19,FAE_Primary_Obesity,Male,E10000017,45,7,
2018/19,FAE_Primary_Obesity,Male,E10000018,,2,
2018/19,FAE_Primary_Obesity,Male,E10000019,20,6,
2018/19,FAE_Primary_Obesity,Male,E10000020,30,7,
2018/19,FAE_Primary_Obesity,Male,E10000021,30,8,
2018/19,FAE_Primary_Obesity,Male,E10000023,25,8,
2018/19,FAE_Primary_Obesity,Male,E10000024,,2,
2018/19,FAE_Primary_Obesity,Male,E10000025,15,4,
2018/19,FAE_Primary_Obesity,Male,E10000027,25,9,
2018/19,FAE_Primary_Obesity,Male,E10000028,40,10,
2018/19,FAE_Primary_Obesity,Male,E10000029,15,4,
2018/19,FAE_Primary_Obesity,Male,E10000030,75,13,
2018/19,FAE_Primary_Obesity,Male,E10000031,20,7,
2018/19,FAE_Primary_Obesity,Male,E10000032,45,11,
2018/19,FAE_Primary_Obesity,Male,E10000034,25,9,
2018/19,FAE_Primary_Obesity,Male,E12000001,380,31,
2018/19,FAE_Primary_Obesity,Male,E12000002,270,7,
2018/19,FAE_Primary_Obesity,Male,E12000003,185,7,
2018/19,FAE_Primary_Obesity,Male,E12000004,105,5,
2018/19,FAE_Primary_Obesity,Male,E12000005,335,12,
2018/19,FAE_Primary_Obesity,Male,E12000006,265,9,
2018/19,FAE_Primary_Obesity,Male,E12000007,650,17,
2018/19,FAE_Primary_Obesity,Male,E12000008,500,11,
2018/19,FAE_Primary_Obesity,Male,E12000009,190,7,
2018/19,FAE_Primary_Obesity,Male,E92000001,2880,10.7,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000001,1660,1832,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000002,940,731,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000003,895,661,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000004,3035,1586,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000005,940,892,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000006,2215,1764,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000007,2655,1288,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000008,3710,2782,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000009,3300,2387,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000010,3220,1272,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000011,6075,1683,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000012,2220,1401,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000013,1695,972,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000014,6640,3321,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000015,6495,2679,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000016,5230,1756,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000017,480,1167,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000018,8805,3205,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000019,2520,1305,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000020,4050,2404,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000021,8040,3154,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000022,2260,1258,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000023,9185,2168,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000024,3605,1748,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000025,6205,2233,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000026,4270,1705,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000027,2740,2009,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000028,4060,2263,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000029,2345,1529,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000030,2800,1334,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000031,2060,1105,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000032,4280,2264,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000033,1480,827,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000034,1405,891,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000035,4745,1819,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000036,900,793,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000037,725,466,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000038,775,588,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000039,3260,2857,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000040,2420,1678,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000041,660,413,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000042,3590,1503,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000043,2120,841,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000044,2775,1469,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000045,5325,2506,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000046,2675,1729,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000047,6535,1230,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000049,6800,1823,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000050,5600,1669,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000051,6135,1808,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000052,14525,2515,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000053,45,1940,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000054,7340,1483,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000055,2090,1296,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000056,4270,1547,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E06000057,4580,1381,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000001,2425,907,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000002,2350,1278,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000003,8815,2094,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000004,2865,1327,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000005,2955,1429,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000006,6420,2853,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000007,7385,2560,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000008,2475,1135,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000009,4220,1905,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000010,10665,3318,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000011,2205,1510,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000012,6350,1389,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000013,2595,1443,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000014,3685,1316,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000015,12270,3804,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000016,2760,1126,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000017,5310,1731,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000018,6330,2430,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000019,5890,1099,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000021,2150,780,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000022,2815,1343,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000023,1550,1023,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000024,4770,1709,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000025,15390,1514,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000026,8555,2814,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000027,6910,2210,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000028,4430,1465,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000029,2745,1336,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000030,6150,2291,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000031,6975,2806,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000032,13940,2936,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000033,3310,1625,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000034,7030,1663,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000035,6205,859,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000036,8035,2356,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E08000037,1990,979,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000001,80,919,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000002,2875,1680,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000003,3240,926,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000004,3225,1407,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000005,6145,2161,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000006,3815,1203,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000007,1580,765,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000008,3720,1048,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000009,6590,2222,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000010,3095,1073,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000011,3265,1331,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000012,4895,2470,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000013,3135,2220,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000014,2285,1085,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000015,4010,1742,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000016,3175,1293,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000017,3610,1320,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000018,2980,1269,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000019,1980,1245,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000020,1495,1023,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000021,1495,968,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000022,6170,2606,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000023,3870,1544,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000024,1655,963,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000025,4200,1771,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000026,3085,1181,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000027,1290,730,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000028,7005,2912,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000029,1735,913,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000030,3215,1640,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000031,3100,1363,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000032,2550,1116,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E09000033,3110,1437,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000002,6220,1206,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000003,7750,1224,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000006,6710,1299,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000007,19025,2375,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000008,7705,924,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000009,5650,1175,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000011,6865,1180,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000012,14765,1010,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000013,13620,2175,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000014,15270,1106,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000015,17165,1543,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000016,20280,1315,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000017,22045,1831,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000018,12915,1861,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000019,12035,1567,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000020,14020,1522,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000021,21080,2959,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000023,13085,2034,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000024,24545,2971,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000025,4790,728,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000027,8560,1537,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000028,22985,2595,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000029,13265,1732,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000030,9380,828,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000031,12080,2117,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000032,11655,1347,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E10000034,14010,2308,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000001,31855,1206,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000002,130705,1842,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000003,91745,1719,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000004,110605,2343,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000005,120970,2121,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000006,82555,1361,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000007,107675,1418,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000008,104425,1176,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E12000009,94905,1687,
2018/19,FAE_PrimarySecondary_Obesity,All persons,E92000001,875663,1615,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000001,1115,2399,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000002,590,886,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000003,575,830,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000004,1900,1932,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000005,600,1113,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000006,1340,2075,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000007,1675,1606,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000008,2515,3680,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000009,2050,2985,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000010,2315,1752,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000011,3660,2105,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000012,1440,1801,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000013,1125,1304,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000014,4160,3946,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000015,4780,3768,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000016,3785,2396,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000017,300,1591,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000018,6235,4216,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000019,1700,1850,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000020,2670,3091,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000021,6260,4872,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000022,1425,1548,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000023,6755,2940,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000024,2530,2496,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000025,4495,3184,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000026,2805,2183,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000027,1815,2772,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000028,2280,2479,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000029,1560,2025,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000030,1855,1725,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000031,1410,1461,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000032,2970,2997,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000033,940,1027,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000034,950,1126,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000035,3095,2275,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000036,585,985,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000037,415,526,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000038,475,704,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000039,2095,3474,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000040,1395,1881,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000041,405,497,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000042,2300,1828,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000043,1295,982,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000044,1875,1918,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000045,3510,3148,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000046,1570,2093,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000047,4025,1493,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000049,4490,2464,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000050,3825,2275,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000051,3780,2295,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000052,9270,3271,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000053,25,2388,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000054,4685,1924,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000055,1240,1486,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000056,2805,1980,
2018/19,FAE_PrimarySecondary_Obesity,Female,E06000057,2910,1776,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000001,1320,963,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000002,1505,1589,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000003,6065,2623,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000004,1870,1661,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000005,1920,1781,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000006,4075,3476,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000007,4450,2995,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000008,1395,1249,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000009,2600,2250,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000010,6170,3781,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000011,1460,1866,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000012,4220,1744,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000013,1530,1683,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000014,2290,1635,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000015,7725,4706,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000016,1730,1397,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000017,3595,2339,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000018,4240,3202,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000019,3750,1344,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000021,1530,1048,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000022,1815,1678,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000023,915,1173,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000024,2875,1994,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000025,11775,2148,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000026,5700,3533,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000027,5085,3205,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000028,3110,1970,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000029,2030,1968,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000030,4355,3124,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000031,4940,3839,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000032,9040,3640,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000033,2245,2180,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000034,5070,2356,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000035,4180,1085,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000036,5685,3265,
2018/19,FAE_PrimarySecondary_Obesity,Female,E08000037,1465,1415,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000001,40,1064,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000002,2015,2121,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000003,2190,1159,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000004,1990,1606,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000005,4065,2726,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000006,2615,1538,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000007,1020,921,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000008,2600,1358,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000009,4410,2797,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000010,2050,1307,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000011,2220,1648,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000012,3655,3256,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000013,2135,2674,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000014,1575,1374,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000015,2655,2223,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000016,1945,1485,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000017,2295,1577,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000018,1885,1531,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000019,1320,1535,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000020,920,1181,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000021,915,1082,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000022,4280,3268,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000023,2745,1952,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000024,995,1062,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000025,2840,2236,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000026,1995,1449,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000027,785,828,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000028,4725,3484,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000029,1125,1109,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000030,2170,2119,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000031,2125,1707,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000032,1555,1193,
2018/19,FAE_PrimarySecondary_Obesity,Female,E09000033,1955,1724,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000002,3760,1427,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000003,4630,1452,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000006,4080,1637,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000007,12630,3171,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000008,4780,1173,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000009,3245,1397,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000011,4085,1395,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000012,9285,1250,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000013,8685,2798,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000014,9730,1395,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000015,11215,1923,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000016,12260,1558,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000017,13570,2229,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000018,8380,2394,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000019,7840,2061,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000020,9205,2016,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000021,13440,3702,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000023,7885,2522,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000024,15390,3699,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000025,3220,961,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000027,5595,2063,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000028,15160,3465,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000029,8490,2247,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000030,6150,1068,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000031,7595,2646,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000032,7340,1687,
2018/19,FAE_PrimarySecondary_Obesity,Female,E10000034,8655,2847,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000001,20315,1503,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000002,82135,2253,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000003,60120,2192,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000004,72785,3030,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000005,82815,2835,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000006,53140,1721,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000007,71805,1738,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000008,65565,1446,
2018/19,FAE_PrimarySecondary_Obesity,Female,E12000009,61805,2205,
2018/19,FAE_PrimarySecondary_Obesity,Female,E92000001,570568,2042.4,
2018/19,FAE_PrimarySecondary_Obesity,Male,E06000001,545,1251,
2018/19,FAE_PrimarySecondary_Obesity,Male,E06000002,350,571,
2018/19,FAE_PrimarySecondary_Obesity,Male,E06000003,320,479,
2018/19,FAE_PrimarySecondary_Obesity,Male,E06000004,1130,1238,
2018/19,FAE_PrimarySecondary_Obesity,Male,E06000005,340,662,
2018/19,FAE_PrimarySecondary_Obesity,Male,E06000006,875,1442,
