Date,Region,General Ledger Account,Transcation Type,Customer Number,Item Category,Budget
09/05/2018,SAM,10100,STD,14020,Tire,"28,259.46"
09/05/2018,SAM,10100,STD,16008,Axle,"5,832.75"
09/05/2018,SAM,10100,STD,16008,Chains,897.9
09/05/2018,SAM,10100,STD,16008,Tire,"39,211.12"
10/05/2018,AUZ,10100,STD,110100,Other,68.64
10/05/2018,AUZ,10100,STD,110101,Other,172.28
10/05/2018,AUZ,10100,STD,110104,Other,8.55
10/05/2018,AUZ,10100,STD,230220,Other,252.3
10/05/2018,AUZ,10100,STD,231460,Tire,"19,326.90"
10/05/2018,EUR,10100,RTN,200310,Axle,"-7,310.16"
10/05/2018,EUR,10100,RTN,200310,Drivetrain,-630.54
10/05/2018,EUR,10100,RTN,420000,Axle,-138
10/05/2018,EUR,10100,RTN,420000,Tire,-105.45
10/05/2018,EUR,10100,STD,120100,Other,24.64
10/05/2018,EUR,10100,STD,200115,Chains,23.94
10/05/2018,EUR,10100,STD,200115,Tire,76.8
10/05/2018,EUR,10100,STD,200310,Axle,"11,221.80"
10/05/2018,EUR,10100,STD,200310,Drivetrain,"18,398.16"
10/05/2018,EUR,10100,STD,200310,Tire,"2,282.28"
10/05/2018,EUR,10100,STD,400900,Axle,"79,816.88"
10/05/2018,EUR,10100,STD,400900,Drivetrain,"6,688.24"
10/05/2018,EUR,10100,STD,400900,Tire,"62,866.96"
10/05/2018,EUR,10100,STD,400955,Axle,"10,082.28"
10/05/2018,EUR,10100,STD,400955,Chains,224.4
10/05/2018,EUR,10100,STD,400955,Drivetrain,"1,104.84"
10/05/2018,EUR,10100,STD,400955,Tire,"16,800.84"
10/05/2018,EUR,10100,STD,420000,Axle,"3,321.60"
10/05/2018,EUR,10100,STD,420000,Tire,"4,683.72"
10/05/2018,EUR,10100,STD,431090,Axle,183.34
10/05/2018,EUR,10100,STD,431325,Axle,67.26
10/05/2018,EUR,10100,STD,431495,Axle,141.6
10/05/2018,EUR,10100,STD,433330,Axle,179.14
10/05/2018,EUR,10100,STD,434060,Axle,278.1
10/05/2018,EUR,10100,STD,499905,Drivetrain,165.54
10/05/2018,EUR,10100,STD,499910,Axle,118.8
10/05/2018,EUR,10100,STD,599999,Tire,103.04
10/05/2018,MEA,10100,STD,111112,Other,480.26
10/05/2018,SAM,10100,CRD,4050,Axle,"-2,208.96"
10/05/2018,SAM,10100,CRD,4050,Drivetrain,"-1,104.52"
10/05/2018,SAM,10100,CRD,4050,Tire,"-30,053.16"
10/05/2018,SAM,10100,STD,3450,Axle,"11,549.52"
10/05/2018,SAM,10100,STD,3450,Tire,"1,083.98"
10/05/2018,SAM,10100,STD,8000,Axle,490.36
10/05/2018,SAM,10100,STD,8000,Tire,868.8
10/05/2018,SAM,10100,STD,14020,Axle,325.68
10/05/2018,SAM,10100,STD,14020,Drivetrain,"8,169.60"
10/05/2018,SAM,10100,STD,14020,Tire,"14,726.88"
10/05/2018,SAM,10100,STD,14050,Drivetrain,"25,348.30"
10/05/2018,SAM,10100,STD,16008,Axle,"6,804.14"
10/05/2018,SAM,10100,STD,16008,Chains,646.35
10/05/2018,SAM,10100,STD,16008,Tire,"66,049.76"
10/05/2018,SAM,10100,STD,17145,Drivetrain,315
10/05/2018,SAM,10100,STD,17145,Tire,"2,494.24"
10/05/2018,USA,10100,STD,110091,Tire,"6,121.50"
10/05/2018,USA,10100,STD,110120,Tire,"7,715.68"
11/05/2018,AUZ,10100,STD,110100,Other,11.62
11/05/2018,AUZ,10100,STD,110101,Other,121.54
11/05/2018,AUZ,10100,STD,110104,Other,110.25
11/05/2018,AUZ,10100,STD,110215,Other,146.72
11/05/2018,AUZ,10100,STD,110400,Axle,"14,661.16"
11/05/2018,AUZ,10100,STD,110400,Drivetrain,88.32
11/05/2018,AUZ,10100,STD,110400,Tire,"20,034.36"
11/05/2018,AUZ,10100,STD,230220,Axle,"25,557.66"
11/05/2018,AUZ,10100,STD,230220,Other,255.73
11/05/2018,EUR,10100,RTN,420000,Axle,-63.48
11/05/2018,EUR,10100,RTN,420000,Tire,-94.3
11/05/2018,EUR,10100,STD,120100,Other,44.94
11/05/2018,EUR,10100,STD,200115,Chains,19.11
11/05/2018,EUR,10100,STD,200115,Tire,"13,185.55"
11/05/2018,EUR,10100,STD,200310,Axle,"1,604.55"
11/05/2018,EUR,10100,STD,200310,Tire,"3,482.20"
11/05/2018,EUR,10100,STD,200375,Axle,"19,599.20"
11/05/2018,EUR,10100,STD,400955,Axle,"11,686.08"
11/05/2018,EUR,10100,STD,400955,Chains,70.2
11/05/2018,EUR,10100,STD,400955,Drivetrain,409.2
11/05/2018,EUR,10100,STD,400955,Tire,"8,771.98"
11/05/2018,EUR,10100,STD,420000,Axle,"3,051.09"
11/05/2018,EUR,10100,STD,420000,Drivetrain,148.8
11/05/2018,EUR,10100,STD,420000,Tire,"13,877.98"
11/05/2018,EUR,10100,STD,431080,Axle,199.08
11/05/2018,EUR,10100,STD,431215,Axle,110.4
11/05/2018,EUR,10100,STD,431265,Tire,70.55
11/05/2018,EUR,10100,STD,431305,Axle,120.75
11/05/2018,EUR,10100,STD,431595,Axle,59.16
11/05/2018,EUR,10100,STD,431682,Axle,51.33
11/05/2018,EUR,10100,STD,433040,Axle,308.04
11/05/2018,EUR,10100,STD,433090,Axle,242.4
11/05/2018,EUR,10100,STD,433300,Axle,208
11/05/2018,EUR,10100,STD,433335,Axle,954.72
11/05/2018,EUR,10100,STD,499910,Tire,78.72
11/05/2018,MEA,10100,STD,110015,Bearing,152.6
11/05/2018,SAM,10100,CRD,2095,Tire,"-7,784.64"
11/05/2018,SAM,10100,STD,3049,Tire,"31,604.00"
11/05/2018,SAM,10100,STD,4004,Axle,"1,915.90"
11/05/2018,SAM,10100,STD,4050,Axle,"6,180.84"
11/05/2018,SAM,10100,STD,4050,Chains,"14,375.68"
11/05/2018,SAM,10100,STD,4050,Drivetrain,"4,300.08"
11/05/2018,SAM,10100,STD,4050,Pedal,745.2
11/05/2018,SAM,10100,STD,4050,Tire,"27,151.02"
11/05/2018,SAM,10100,STD,8000,Tire,"19,872.00"
11/05/2018,SAM,10100,STD,14020,Axle,"2,899.92"
11/05/2018,SAM,10100,STD,14020,Chains,390.6
11/05/2018,SAM,10100,STD,14020,Pedal,490.86
11/05/2018,SAM,10100,STD,14020,Tire,"9,681.12"
11/05/2018,SAM,10100,STD,16008,Axle,"8,228.34"
11/05/2018,SAM,10100,STD,16008,Chains,"1,309.28"
11/05/2018,SAM,10100,STD,16008,Tire,"52,721.60"
11/05/2018,SAM,10100,STD,17145,Chains,90.9
11/05/2018,SAM,10100,STD,17145,Tire,670.68
11/05/2018,USA,10100,STD,110093,Tire,"15,504.00"
12/05/2018,AUZ,10100,STD,110102,Other,62.01
12/05/2018,AUZ,10100,STD,110215,Other,6.6
12/05/2018,AUZ,10100,STD,110400,Axle,"1,335.60"
12/05/2018,AUZ,10100,STD,110400,Drivetrain,287
12/05/2018,AUZ,10100,STD,110400,Tire,"5,420.10"
12/05/2018,AUZ,10100,STD,230220,Other,7.2
12/05/2018,AUZ,10100,STD,232530,Tire,"45,770.97"
12/05/2018,EUR,10100,STD,120100,Other,50.73
12/05/2018,EUR,10100,STD,200305,Tire,"2,238.60"
12/05/2018,EUR,10100,STD,200310,Axle,"31,788.64"
12/05/2018,EUR,10100,STD,200310,Chains,420.42
12/05/2018,EUR,10100,STD,200310,Drivetrain,"63,629.64"
12/05/2018,EUR,10100,STD,200310,Pedal,"4,321.70"
12/05/2018,EUR,10100,STD,200310,Tire,"11,448.00"
12/05/2018,EUR,10100,STD,200375,Axle,714.44
12/05/2018,EUR,10100,STD,200375,Drivetrain,502.2
12/05/2018,EUR,10100,STD,200375,Tire,730.48
12/05/2018,EUR,10100,STD,400955,Axle,"8,666.14"
12/05/2018,EUR,10100,STD,400955,Chains,36
12/05/2018,EUR,10100,STD,400955,Drivetrain,287.37
12/05/2018,EUR,10100,STD,400955,Tire,"17,199.18"
12/05/2018,EUR,10100,STD,420000,Axle,"6,147.60"
12/05/2018,EUR,10100,STD,420000,Tire,"5,355.20"
12/05/2018,EUR,10100,STD,431305,Tire,323.01
12/05/2018,EUR,10100,STD,433210,Axle,228.26
12/05/2018,EUR,10100,STD,433230,Axle,210
12/05/2018,EUR,10100,STD,433325,Axle,65.66
12/05/2018,EUR,10100,STD,499905,Axle,62.98
12/05/2018,SAM,10100,CRD,2095,Tire,"-2,656.20"
12/05/2018,SAM,10100,STD,2095,Axle,830.72
12/05/2018,SAM,10100,STD,2095,Tire,"1,673.01"
12/05/2018,SAM,10100,STD,3049,Axle,"15,913.87"
12/05/2018,SAM,10100,STD,3049,Drivetrain,"1,185.80"
12/05/2018,SAM,10100,STD,3450,Axle,"5,336.09"
12/05/2018,SAM,10100,STD,12015,Axle,"12,543.84"
12/05/2018,SAM,10100,STD,14050,Tire,"4,526.40"
13/05/2018,AUZ,10100,STD,110100,Other,11.8
13/05/2018,AUZ,10100,STD,110101,Other,9.6
13/05/2018,AUZ,10100,STD,110102,Other,170.52
13/05/2018,AUZ,10100,STD,110104,Other,43.2
13/05/2018,AUZ,10100,STD,110215,Other,"5,801.44"
13/05/2018,AUZ,10100,STD,110400,Axle,"2,078.07"
13/05/2018,AUZ,10100,STD,110400,Drivetrain,215.83
13/05/2018,AUZ,10100,STD,110400,Tire,"5,000.04"
13/05/2018,AUZ,10100,STD,230220,Other,242.06
13/05/2018,AUZ,10100,STD,230225,Other,24.92
13/05/2018,AUZ,10100,STD,232560,Drivetrain,"1,608.00"
13/05/2018,AUZ,10100,STD,232780,Axle,"13,978.00"
13/05/2018,AUZ,10100,STD,232780,Tire,"20,269.20"
13/05/2018,AUZ,10100,STD,233020,Tire,"18,955.68"
13/05/2018,EUR,10100,STD,120100,Other,371.28
13/05/2018,EUR,10100,STD,200115,Axle,56.16
13/05/2018,EUR,10100,STD,200375,Axle,431.42
13/05/2018,EUR,10100,STD,200375,Drivetrain,872.34
13/05/2018,EUR,10100,STD,400900,Axle,"97,618.25"
13/05/2018,EUR,10100,STD,400900,Drivetrain,"6,257.04"
13/05/2018,EUR,10100,STD,400900,Tire,"29,317.26"
13/05/2018,EUR,10100,STD,400955,Axle,"18,601.38"
13/05/2018,EUR,10100,STD,400955,Drivetrain,877.92
13/05/2018,EUR,10100,STD,400955,Tire,"7,746.30"
13/05/2018,EUR,10100,STD,420000,Axle,"7,240.64"
13/05/2018,EUR,10100,STD,420000,Tire,"29,357.40"
13/05/2018,EUR,10100,STD,431290,Axle,181.65
13/05/2018,EUR,10100,STD,431340,Axle,200.1
13/05/2018,EUR,10100,STD,433270,Axle,275.01
13/05/2018,EUR,10100,STD,433381,Tire,"1,397.64"
13/05/2018,EUR,10100,STD,480000,Tire,"10,319.10"
13/05/2018,MEA,10100,STD,110015,Bearing,"1,029.60"
13/05/2018,SAM,10100,CRD,8000,Axle,"-112,119.00"
13/05/2018,SAM,10100,CRD,8000,Chains,"-15,201.55"
13/05/2018,SAM,10100,CRD,8000,Drivetrain,"-337,574.25"
13/05/2018,SAM,10100,CRD,8000,Pedal,"-1,959.94"
13/05/2018,SAM,10100,CRD,8000,Saddle,"-33,041.80"
13/05/2018,SAM,10100,CRD,8000,Tire,"-294,585.84"
13/05/2018,SAM,10100,RTN,4050,Axle,-120.56
13/05/2018,SAM,10100,RTN,6010,Axle,"-1,285.73"
13/05/2018,SAM,10100,RTN,6010,Tire,"-1,272.24"
13/05/2018,SAM,10100,STD,14050,Axle,"14,904.00"
13/05/2018,SAM,10100,STD,14050,Drivetrain,"34,966.80"
13/05/2018,SAM,10100,STD,16008,Axle,"4,344.30"
13/05/2018,SAM,10100,STD,16008,Chains,491.28
13/05/2018,SAM,10100,STD,16008,Tire,"26,749.80"
13/05/2018,SAM,10100,STD,17145,Drivetrain,234.06
13/05/2018,SAM,10100,STD,17145,Tire,249.47
14/05/2018,AUZ,10100,STD,110100,Other,7.68
14/05/2018,AUZ,10100,STD,110101,Other,304.11
14/05/2018,AUZ,10100,STD,110102,Other,150.15
14/05/2018,AUZ,10100,STD,110104,Other,34.65
14/05/2018,AUZ,10100,STD,230220,Other,9.54
14/05/2018,AUZ,10100,STD,232530,Axle,"29,051.76"
14/05/2018,AUZ,10100,STD,232530,Tire,"125,627.00"
14/05/2018,AUZ,10100,STD,232770,Axle,"9,317.76"
14/05/2018,AUZ,10100,STD,232770,Drivetrain,"5,828.06"
14/05/2018,EUR,10100,STD,120100,Other,162.4
14/05/2018,EUR,10100,STD,200310,Axle,"16,866.00"
14/05/2018,EUR,10100,STD,200310,Drivetrain,"1,023.84"
14/05/2018,EUR,10100,STD,200310,Tire,"48,940.10"
14/05/2018,EUR,10100,STD,200375,Axle,306
14/05/2018,EUR,10100,STD,200375,Tire,324.8
14/05/2018,EUR,10100,STD,400400,Tire,967.92
14/05/2018,EUR,10100,STD,400955,Axle,"17,393.20"
14/05/2018,EUR,10100,STD,400955,Chains,68
14/05/2018,EUR,10100,STD,400955,Drivetrain,276.21
14/05/2018,EUR,10100,STD,400955,Tire,"21,728.64"
14/05/2018,EUR,10100,STD,420000,Axle,"7,167.97"
14/05/2018,EUR,10100,STD,420000,Drivetrain,301.32
14/05/2018,EUR,10100,STD,420000,Tire,"15,011.13"
14/05/2018,EUR,10100,STD,433230,Axle,54.27
14/05/2018,EUR,10100,STD,433340,Axle,220
14/05/2018,EUR,10100,STD,433370,Axle,178.2
14/05/2018,EUR,10100,STD,499910,Axle,185.64
14/05/2018,EUR,10100,STD,499910,Tire,242.4
14/05/2018,MEA,10100,STD,110016,Bearing,201.6
14/05/2018,SAM,10100,RTN,8000,Axle,-75.9
14/05/2018,SAM,10100,RTN,8000,Tire,-644.14
14/05/2018,SAM,10100,STD,3049,Tire,654.36
14/05/2018,SAM,10100,STD,14020,Axle,"1,593.48"
14/05/2018,SAM,10100,STD,14020,Drivetrain,578.16
14/05/2018,SAM,10100,STD,14020,Pedal,"3,286.35"
14/05/2018,SAM,10100,STD,14020,Tire,"15,916.56"
14/05/2018,USA,10100,STD,110093,Axle,435.24
14/05/2018,USA,10100,STD,110093,Tire,"5,203.52"
14/05/2018,USA,10100,STD,112030,Other,73.96
15/05/2018,AUZ,10100,STD,110100,Other,152.76
15/05/2018,AUZ,10100,STD,110101,Other,11.11
15/05/2018,AUZ,10100,STD,110102,Other,3.18
15/05/2018,AUZ,10100,STD,110104,Other,165.6
15/05/2018,AUZ,10100,STD,230220,Axle,"35,843.13"
15/05/2018,AUZ,10100,STD,230220,Other,55.61
15/05/2018,AUZ,10100,STD,232530,Axle,"33,420.38"
15/05/2018,AUZ,10100,STD,232530,Pedal,"2,636.10"
15/05/2018,AUZ,10100,STD,232530,Tire,"106,039.20"
15/05/2018,AUZ,10100,STD,232810,Drivetrain,"2,755.80"
15/05/2018,EUR,10100,RTN,420000,Axle,"-2,292.15"
15/05/2018,EUR,10100,STD,400900,Axle,"58,653.27"
15/05/2018,EUR,10100,STD,400900,Drivetrain,878.85
15/05/2018,EUR,10100,STD,400900,Tire,"15,566.10"
15/05/2018,EUR,10100,STD,400955,Axle,"19,283.22"
15/05/2018,EUR,10100,STD,400955,Chains,380.8
15/05/2018,EUR,10100,STD,400955,Drivetrain,820.26
15/05/2018,EUR,10100,STD,400955,Tire,"18,472.86"
15/05/2018,EUR,10100,STD,420000,Axle,"3,511.32"
15/05/2018,EUR,10100,STD,420000,Tire,"15,867.66"
15/05/2018,EUR,10100,STD,431060,Tire,172.78
15/05/2018,MEA,10100,STD,110016,Bearing,118.3
15/05/2018,SAM,10100,CRD,4050,Pedal,-342.24
15/05/2018,SAM,10100,STD,1077,Axle,"23,174.80"
15/05/2018,SAM,10100,STD,1077,Chains,"1,057.50"
15/05/2018,SAM,10100,STD,1077,Drivetrain,796.74
15/05/2018,SAM,10100,STD,1077,Pedal,160.06
15/05/2018,SAM,10100,STD,1077,Tire,"99,471.64"
15/05/2018,SAM,10100,STD,3049,Tire,"82,458.60"
15/05/2018,SAM,10100,STD,17145,Chains,120.78
15/05/2018,SAM,10100,STD,17145,Tire,"1,312.14"
15/05/2018,USA,10100,STD,110093,Tire,"40,568.31"
15/05/2018,USA,10100,STD,112020,Tire,"9,571.00"
16/05/2018,AUZ,10100,STD,110101,Other,18.48
16/05/2018,AUZ,10100,STD,110102,Other,12.43
16/05/2018,AUZ,10100,STD,110104,Other,22.68
16/05/2018,AUZ,10100,STD,110104,Pedal,613.98
16/05/2018,AUZ,10100,STD,230220,Other,90.21
16/05/2018,EUR,10100,RTN,400900,Axle,"-3,388.21"
16/05/2018,EUR,10100,RTN,400900,Drivetrain,-390.6
16/05/2018,EUR,10100,RTN,400900,Tire,-342.54
16/05/2018,EUR,10100,STD,120100,Other,352.26
16/05/2018,EUR,10100,STD,200310,Drivetrain,"23,397.50"
16/05/2018,EUR,10100,STD,400900,Axle,"91,870.20"
16/05/2018,EUR,10100,STD,400900,Chains,124.1
16/05/2018,EUR,10100,STD,400900,Drivetrain,"3,344.28"
16/05/2018,EUR,10100,STD,400900,Tire,"22,296.12"
16/05/2018,EUR,10100,STD,400955,Axle,"16,243.92"
16/05/2018,EUR,10100,STD,400955,Chains,48
16/05/2018,EUR,10100,STD,400955,Drivetrain,524.52
16/05/2018,EUR,10100,STD,400955,Tire,"14,083.50"
16/05/2018,EUR,10100,STD,420000,Axle,"5,412.16"
16/05/2018,EUR,10100,STD,420000,Tire,"12,824.28"
16/05/2018,EUR,10100,STD,431030,Axle,144.18
16/05/2018,EUR,10100,STD,431220,Axle,127.44
16/05/2018,EUR,10100,STD,431220,Tire,230.3
16/05/2018,EUR,10100,STD,431510,Axle,65.49
16/05/2018,EUR,10100,STD,431530,Tire,134.46
16/05/2018,EUR,10100,STD,433010,Tire,459.62
16/05/2018,EUR,10100,STD,433020,Axle,149.85
16/05/2018,EUR,10100,STD,433040,Axle,542.4
16/05/2018,EUR,10100,STD,433100,Axle,501.96
16/05/2018,EUR,10100,STD,433270,Chains,72.9
16/05/2018,EUR,10100,STD,433290,Axle,111.22
16/05/2018,EUR,10100,STD,499900,Tire,239.7
16/05/2018,EUR,10100,STD,499910,Tire,721.44
16/05/2018,SAM,10100,CRD,4050,Axle,"-1,009.70"
16/05/2018,SAM,10100,CRD,4050,Drivetrain,-929.83
16/05/2018,SAM,10100,CRD,4050,Tire,"-65,005.20"
16/05/2018,SAM,10100,STD,2095,Axle,"3,570.75"
16/05/2018,SAM,10100,STD,3049,Tire,"12,832.28"
16/05/2018,SAM,10100,STD,3450,Axle,814.32
16/05/2018,SAM,10100,STD,8000,Axle,"2,816.12"
16/05/2018,SAM,10100,STD,8000,Drivetrain,"16,744.43"
16/05/2018,SAM,10100,STD,8000,Tire,"12,342.00"
16/05/2018,SAM,10100,STD,14050,Axle,"4,488.00"
16/05/2018,SAM,10100,STD,16008,Axle,"17,854.20"
16/05/2018,SAM,10100,STD,16008,Chains,"2,104.56"
16/05/2018,SAM,10100,STD,16008,Tire,"42,346.72"
16/05/2018,SAM,10100,STD,17140,Tire,"16,800.00"
16/05/2018,SAM,10100,STD,17145,Tire,805.2
16/05/2018,USA,10100,STD,112020,Tire,"16,452.00"
16/05/2018,USA,10100,STD,112030,Other,896.76
17/05/2018,AUZ,10100,STD,110101,Other,46.08
17/05/2018,AUZ,10100,STD,110102,Other,19.44
17/05/2018,AUZ,10100,STD,110104,Axle,"5,653.26"
17/05/2018,AUZ,10100,STD,110104,Other,84.6
17/05/2018,AUZ,10100,STD,230220,Axle,"16,290.20"
17/05/2018,AUZ,10100,STD,230220,Other,110.67
17/05/2018,AUZ,10100,STD,230220,Tire,589.6
17/05/2018,AUZ,10100,STD,232530,Tire,"426,985.27"
17/05/2018,EUR,10100,RTN,420000,Axle,-55.12
17/05/2018,EUR,10100,STD,110060,Axle,"2,036.65"
17/05/2018,EUR,10100,STD,120100,Other,48.48
17/05/2018,EUR,10100,STD,200125,Tire,"14,350.18"
17/05/2018,EUR,10100,STD,400900,Tire,"7,638.40"
17/05/2018,EUR,10100,STD,400955,Axle,"12,173.49"
17/05/2018,EUR,10100,STD,400955,Chains,17.43
17/05/2018,EUR,10100,STD,400955,Drivetrain,617.52
17/05/2018,EUR,10100,STD,400955,Tire,"11,526.97"
17/05/2018,EUR,10100,STD,420000,Axle,983.65
17/05/2018,EUR,10100,STD,420000,Tire,"9,811.20"
17/05/2018,EUR,10100,STD,431050,Axle,95.58
17/05/2018,EUR,10100,STD,431325,Axle,269.1
17/05/2018,EUR,10100,STD,433325,Tire,468.64
17/05/2018,EUR,10100,STD,433381,Axle,602.4
17/05/2018,EUR,10100,STD,433391,Axle,69.01
17/05/2018,EUR,10100,STD,499910,Tire,289.17
17/05/2018,MEA,10100,STD,999998,Tire,"8,743.68"
17/05/2018,SAM,10100,RTN,16008,Axle,-345.28
17/05/2018,SAM,10100,RTN,16008,Chains,-21.87
17/05/2018,SAM,10100,RTN,16008,Tire,"-1,086.21"
17/05/2018,SAM,10100,STD,1077,Axle,"9,603.36"
17/05/2018,SAM,10100,STD,1077,Chains,719.04
17/05/2018,SAM,10100,STD,1077,Drivetrain,239.8
17/05/2018,SAM,10100,STD,1077,Pedal,48.8
17/05/2018,SAM,10100,STD,1077,Tire,"48,500.00"
17/05/2018,SAM,10100,STD,2095,Drivetrain,"17,756.81"
17/05/2018,SAM,10100,STD,3450,Axle,"4,681.35"
17/05/2018,SAM,10100,STD,3450,Saddle,128.79
17/05/2018,SAM,10100,STD,14020,Axle,490.78
17/05/2018,SAM,10100,STD,14020,Pedal,369.6
17/05/2018,SAM,10100,STD,14020,Tire,"5,644.08"
17/05/2018,SAM,10100,STD,16008,Axle,"3,332.70"
17/05/2018,SAM,10100,STD,16008,Chains,"1,884.54"
17/05/2018,SAM,10100,STD,16008,Tire,"76,926.36"
18/05/2018,AUZ,10100,STD,110101,Other,210.54
18/05/2018,AUZ,10100,STD,110104,Axle,"1,652.73"
18/05/2018,AUZ,10100,STD,230220,Other,330.65
18/05/2018,AUZ,10100,STD,230220,Pedal,"2,625.42"
18/05/2018,AUZ,10100,STD,232330,Axle,"42,729.60"
18/05/2018,AUZ,10100,STD,232330,Tire,"124,058.52"
18/05/2018,EUR,10100,RTN,420000,Axle,-273.24
18/05/2018,EUR,10100,RTN,420000,Drivetrain,-106.02
18/05/2018,EUR,10100,STD,120100,Other,44.08
18/05/2018,EUR,10100,STD,200310,Axle,"4,409.28"
18/05/2018,EUR,10100,STD,200310,Chains,"2,508.00"
18/05/2018,EUR,10100,STD,200310,Pedal,"3,594.18"
18/05/2018,EUR,10100,STD,200310,Tire,"165,357.23"
18/05/2018,EUR,10100,STD,400955,Axle,"26,158.00"
18/05/2018,EUR,10100,STD,400955,Chains,70.8
18/05/2018,EUR,10100,STD,400955,Drivetrain,669.6
18/05/2018,EUR,10100,STD,400955,Tire,"24,248.64"
18/05/2018,EUR,10100,STD,420000,Axle,"14,066.45"
18/05/2018,EUR,10100,STD,420000,Tire,"19,230.40"
18/05/2018,EUR,10100,STD,499910,Axle,220
18/05/2018,EUR,10100,STD,499910,Tire,454.92
18/05/2018,SAM,10100,STD,1077,Axle,"8,124.00"
18/05/2018,SAM,10100,STD,1077,Chains,675.17
18/05/2018,SAM,10100,STD,1077,Tire,"51,840.65"
18/05/2018,SAM,10100,STD,8000,Axle,"2,111.85"
18/05/2018,SAM,10100,STD,8000,Chains,17.4
18/05/2018,SAM,10100,STD,16008,Axle,"3,995.70"
18/05/2018,SAM,10100,STD,16008,Chains,773.37
18/05/2018,SAM,10100,STD,16008,Tire,"64,756.60"
18/05/2018,SAM,10100,STD,17145,Axle,71.07
18/05/2018,SAM,10100,STD,17145,Drivetrain,"1,522.07"
18/05/2018,SAM,10100,STD,17145,Tire,428.34
18/05/2018,USA,10100,STD,110120,Tire,165.98
18/05/2018,USA,10100,STD,112020,Tire,"3,697.50"
19/05/2018,AUZ,10100,STD,110100,Other,140.8
19/05/2018,AUZ,10100,STD,110101,Other,16.96
19/05/2018,AUZ,10100,STD,110102,Other,21.62
19/05/2018,AUZ,10100,STD,110104,Axle,"1,570.80"
19/05/2018,AUZ,10100,STD,110104,Other,34.41
19/05/2018,EUR,10100,STD,110250,Tire,"17,004.25"
19/05/2018,EUR,10100,STD,200025,Axle,"9,576.10"
19/05/2018,EUR,10100,STD,200025,Pedal,"5,252.88"
19/05/2018,EUR,10100,STD,200025,Tire,"21,777.41"
19/05/2018,EUR,10100,STD,200115,Tire,"1,777.60"
19/05/2018,EUR,10100,STD,200310,Drivetrain,"16,586.22"
19/05/2018,EUR,10100,STD,200375,Axle,498.96
19/05/2018,EUR,10100,STD,200375,Drivetrain,"2,245.95"
19/05/2018,EUR,10100,STD,200375,Pedal,101.37
19/05/2018,EUR,10100,STD,400900,Tire,"25,042.29"
19/05/2018,EUR,10100,STD,400955,Axle,"6,844.64"
19/05/2018,EUR,10100,STD,400955,Chains,161.6
19/05/2018,EUR,10100,STD,400955,Drivetrain,334.8
19/05/2018,EUR,10100,STD,400955,Tire,"20,640.55"
19/05/2018,EUR,10100,STD,420000,Axle,392.59
19/05/2018,EUR,10100,STD,420000,Tire,"14,514.08"
19/05/2018,EUR,10100,STD,433020,Axle,"1,060.29"
19/05/2018,EUR,10100,STD,499910,Tire,254.43
19/05/2018,MEA,10100,STD,110015,Bearing,"1,893.12"
19/05/2018,SAM,10100,CRD,4050,Axle,-166.5
19/05/2018,SAM,10100,CRD,4050,Chains,-376.05
19/05/2018,SAM,10100,CRD,4050,Drivetrain,"-2,949.60"
19/05/2018,SAM,10100,CRD,4050,Tire,"-7,922.00"
19/05/2018,SAM,10100,STD,2095,Drivetrain,"30,909.12"
19/05/2018,SAM,10100,STD,3049,Tire,"127,512.00"
19/05/2018,SAM,10100,STD,4050,Drivetrain,"7,533.42"
19/05/2018,SAM,10100,STD,8000,Tire,"4,920.58"
19/05/2018,SAM,10100,STD,12015,Axle,"6,305.00"
19/05/2018,SAM,10100,STD,14023,Axle,"2,497.44"
19/05/2018,SAM,10100,STD,17145,Axle,244.8
19/05/2018,SAM,10100,STD,17145,Tire,803.25
20/05/2018,AUZ,10100,STD,110100,Other,7.76
20/05/2018,AUZ,10100,STD,110101,Other,69.52
20/05/2018,AUZ,10100,STD,110102,Other,104.4
20/05/2018,AUZ,10100,STD,110104,Other,37.8
20/05/2018,AUZ,10100,STD,210290,Axle,"4,646.04"
20/05/2018,AUZ,10100,STD,230220,Axle,"53,540.55"
20/05/2018,AUZ,10100,STD,230220,Other,55.2
20/05/2018,AUZ,10100,STD,232530,Axle,"23,082.93"
20/05/2018,EUR,10100,RTN,400900,Axle,-710.64
20/05/2018,EUR,10100,RTN,420780,Axle,-68.31
20/05/2018,EUR,10100,STD,110250,Tire,"1,572.30"
20/05/2018,EUR,10100,STD,120100,Other,126
20/05/2018,EUR,10100,STD,200025,Axle,"4,270.74"
20/05/2018,EUR,10100,STD,200025,Chains,216.3
20/05/2018,EUR,10100,STD,200025,Tire,"359,024.01"
20/05/2018,EUR,10100,STD,200115,Chains,23.94
20/05/2018,EUR,10100,STD,200115,Tire,234.52
20/05/2018,EUR,10100,STD,200310,Axle,"20,649.33"
20/05/2018,EUR,10100,STD,200310,Chains,"2,668.77"
20/05/2018,EUR,10100,STD,200310,Drivetrain,"45,018.72"
20/05/2018,EUR,10100,STD,200310,Pedal,"3,650.90"
20/05/2018,EUR,10100,STD,200310,Tire,"368,017.02"
20/05/2018,EUR,10100,STD,400400,Chains,195.22
20/05/2018,EUR,10100,STD,400400,Tire,"1,846.32"
20/05/2018,EUR,10100,STD,400955,Axle,"19,233.76"
20/05/2018,EUR,10100,STD,400955,Drivetrain,"1,194.12"
20/05/2018,EUR,10100,STD,400955,Tire,"20,924.20"
