Date,Currency,Value
05-Jan-18,AUD,1.26
06-Jan-18,AUD,1.26
07-Jan-18,AUD,1.26
08-Jan-18,AUD,1.26
09-Jan-18,AUD,1.26
10-Jan-18,AUD,1.26
11-Jan-18,AUD,1.26
12-Jan-18,AUD,1.26
13-Jan-18,AUD,1.26
14-Jan-18,AUD,1.26
15-Jan-18,AUD,1.26
16-Jan-18,AUD,1.26
17-Jan-18,AUD,1.26
18-Jan-18,AUD,1.26
19-Jan-18,AUD,1.26
20-Jan-18,AUD,1.26
21-Jan-18,AUD,1.26
22-Jan-18,AUD,1.26
23-Jan-18,AUD,1.26
24-Jan-18,AUD,1.26
25-Jan-18,AUD,1.26
26-Jan-18,AUD,1.26
27-Jan-18,AUD,1.26
28-Jan-18,AUD,1.26
29-Jan-18,AUD,1.26
30-Jan-18,AUD,1.26
31-Jan-18,AUD,1.26
01-Mar-18,AUD,1.29
02-Mar-18,AUD,1.29
03-Mar-18,AUD,1.29
04-Mar-18,AUD,1.29
05-Mar-18,AUD,1.29
06-Mar-18,AUD,1.29
07-Mar-18,AUD,1.29
08-Mar-18,AUD,1.29
09-Mar-18,AUD,1.29
10-Mar-18,AUD,1.29
11-Mar-18,AUD,1.29
12-Mar-18,AUD,1.29
13-Mar-18,AUD,1.29
14-Mar-18,AUD,1.29
15-Mar-18,AUD,1.29
16-Mar-18,AUD,1.29
17-Mar-18,AUD,1.29
18-Mar-18,AUD,1.29
19-Mar-18,AUD,1.29
20-Mar-18,AUD,1.29
21-Mar-18,AUD,1.29
22-Mar-18,AUD,1.29
23-Mar-18,AUD,1.29
24-Mar-18,AUD,1.29
25-Mar-18,AUD,1.29
26-Mar-18,AUD,1.29
27-Mar-18,AUD,1.29
28-Mar-18,AUD,1.29
29-Mar-18,AUD,1.29
30-Mar-18,AUD,1.29
31-Mar-18,AUD,1.29
01-Jul-17,AUD,1.28
02-Jul-17,AUD,1.28
03-Jul-17,AUD,1.28
04-Jul-17,AUD,1.28
05-Jul-17,AUD,1.28
06-Jul-17,AUD,1.28
07-Jul-17,AUD,1.28
08-Jul-17,AUD,1.28
09-Jul-17,AUD,1.28
10-Jul-17,AUD,1.28
11-Jul-17,AUD,1.28
12-Jul-17,AUD,1.28
13-Jul-17,AUD,1.28
14-Jul-17,AUD,1.28
15-Jul-17,AUD,1.28
16-Jul-17,AUD,1.28
17-Jul-17,AUD,1.28
18-Jul-17,AUD,1.28
19-Jul-17,AUD,1.28
20-Jul-17,AUD,1.28
21-Jul-17,AUD,1.28
22-Jul-17,AUD,1.28
23-Jul-17,AUD,1.28
24-Jul-17,AUD,1.28
25-Jul-17,AUD,1.28
26-Jul-17,AUD,1.28
27-Jul-17,AUD,1.28
28-Jul-17,AUD,1.28
29-Jul-17,AUD,1.28
30-Jul-17,AUD,1.28
31-Jul-17,AUD,1.28
01-Aug-17,AUD,1.26
02-Aug-17,AUD,1.26
03-Aug-17,AUD,1.26
04-Aug-17,AUD,1.26
05-Aug-17,AUD,1.26
06-Aug-17,AUD,1.26
07-Aug-17,AUD,1.26
08-Aug-17,AUD,1.26
09-Aug-17,AUD,1.26
10-Aug-17,AUD,1.26
11-Aug-17,AUD,1.26
12-Aug-17,AUD,1.26
13-Aug-17,AUD,1.26
14-Aug-17,AUD,1.26
15-Aug-17,AUD,1.26
16-Aug-17,AUD,1.26
17-Aug-17,AUD,1.26
18-Aug-17,AUD,1.26
19-Aug-17,AUD,1.26
20-Aug-17,AUD,1.26
21-Aug-17,AUD,1.26
22-Aug-17,AUD,1.26
23-Aug-17,AUD,1.26
24-Aug-17,AUD,1.26
25-Aug-17,AUD,1.26
26-Aug-17,AUD,1.26
27-Aug-17,AUD,1.26
28-Aug-17,AUD,1.26
29-Aug-17,AUD,1.26
30-Aug-17,AUD,1.26
31-Aug-17,AUD,1.26
01-Sep-17,AUD,1.25
02-Sep-17,AUD,1.25
03-Sep-17,AUD,1.25
04-Sep-17,AUD,1.25
05-Sep-17,AUD,1.25
06-Sep-17,AUD,1.25
07-Sep-17,AUD,1.25
08-Sep-17,AUD,1.25
09-Sep-17,AUD,1.25
10-Sep-17,AUD,1.25
11-Sep-17,AUD,1.25
12-Sep-17,AUD,1.25
13-Sep-17,AUD,1.25
14-Sep-17,AUD,1.25
15-Sep-17,AUD,1.25
16-Sep-17,AUD,1.25
17-Sep-17,AUD,1.25
18-Sep-17,AUD,1.25
19-Sep-17,AUD,1.25
20-Sep-17,AUD,1.25
21-Sep-17,AUD,1.25
22-Sep-17,AUD,1.25
23-Sep-17,AUD,1.25
24-Sep-17,AUD,1.25
25-Sep-17,AUD,1.25
26-Sep-17,AUD,1.25
27-Sep-17,AUD,1.25
28-Sep-17,AUD,1.25
29-Sep-17,AUD,1.25
30-Sep-17,AUD,1.25
01-Nov-17,AUD,1.31
02-Nov-17,AUD,1.31
03-Nov-17,AUD,1.31
04-Nov-17,AUD,1.31
05-Nov-17,AUD,1.31
06-Nov-17,AUD,1.31
07-Nov-17,AUD,1.31
08-Nov-17,AUD,1.31
09-Nov-17,AUD,1.31
10-Nov-17,AUD,1.31
11-Nov-17,AUD,1.31
12-Nov-17,AUD,1.31
13-Nov-17,AUD,1.31
14-Nov-17,AUD,1.31
15-Nov-17,AUD,1.31
16-Nov-17,AUD,1.31
17-Nov-17,AUD,1.31
18-Nov-17,AUD,1.31
19-Nov-17,AUD,1.31
20-Nov-17,AUD,1.31
21-Nov-17,AUD,1.31
22-Nov-17,AUD,1.31
23-Nov-17,AUD,1.31
24-Nov-17,AUD,1.31
25-Nov-17,AUD,1.31
26-Nov-17,AUD,1.31
27-Nov-17,AUD,1.31
28-Nov-17,AUD,1.31
29-Nov-17,AUD,1.31
30-Nov-17,AUD,1.31
01-Oct-17,AUD,1.28
02-Oct-17,AUD,1.28
03-Oct-17,AUD,1.28
04-Oct-17,AUD,1.28
05-Oct-17,AUD,1.28
06-Oct-17,AUD,1.28
07-Oct-17,AUD,1.28
08-Oct-17,AUD,1.28
09-Oct-17,AUD,1.28
10-Oct-17,AUD,1.28
11-Oct-17,AUD,1.28
12-Oct-17,AUD,1.28
13-Oct-17,AUD,1.28
14-Oct-17,AUD,1.28
15-Oct-17,AUD,1.28
16-Oct-17,AUD,1.28
17-Oct-17,AUD,1.28
18-Oct-17,AUD,1.28
19-Oct-17,AUD,1.28
20-Oct-17,AUD,1.28
21-Oct-17,AUD,1.28
22-Oct-17,AUD,1.28
23-Oct-17,AUD,1.28
24-Oct-17,AUD,1.28
25-Oct-17,AUD,1.28
26-Oct-17,AUD,1.28
27-Oct-17,AUD,1.28
28-Oct-17,AUD,1.28
29-Oct-17,AUD,1.28
30-Oct-17,AUD,1.28
31-Oct-17,AUD,1.28
01-Dec-17,AUD,1.31
02-Dec-17,AUD,1.31
03-Dec-17,AUD,1.31
04-Dec-17,AUD,1.31
05-Dec-17,AUD,1.31
06-Dec-17,AUD,1.31
07-Dec-17,AUD,1.31
08-Dec-17,AUD,1.31
09-Dec-17,AUD,1.31
10-Dec-17,AUD,1.31
11-Dec-17,AUD,1.31
12-Dec-17,AUD,1.31
13-Dec-17,AUD,1.31
14-Dec-17,AUD,1.31
15-Dec-17,AUD,1.31
16-Dec-17,AUD,1.31
17-Dec-17,AUD,1.31
18-Dec-17,AUD,1.31
19-Dec-17,AUD,1.31
20-Dec-17,AUD,1.31
21-Dec-17,AUD,1.31
22-Dec-17,AUD,1.31
23-Dec-17,AUD,1.31
24-Dec-17,AUD,1.31
25-Dec-17,AUD,1.31
26-Dec-17,AUD,1.31
27-Dec-17,AUD,1.31
28-Dec-17,AUD,1.31
29-Dec-17,AUD,1.31
30-Dec-17,AUD,1.31
31-Dec-17,AUD,1.31
01-May-17,AUD,1.35
02-May-17,AUD,1.35
03-May-17,AUD,1.35
04-May-17,AUD,1.35
05-May-17,AUD,1.35
06-May-17,AUD,1.35
07-May-17,AUD,1.35
08-May-17,AUD,1.35
09-May-17,AUD,1.35
10-May-17,AUD,1.35
11-May-17,AUD,1.35
12-May-17,AUD,1.35
13-May-17,AUD,1.35
14-May-17,AUD,1.35
15-May-17,AUD,1.35
16-May-17,AUD,1.35
17-May-17,AUD,1.35
18-May-17,AUD,1.35
19-May-17,AUD,1.35
20-May-17,AUD,1.35
21-May-17,AUD,1.35
22-May-17,AUD,1.35
23-May-17,AUD,1.35
24-May-17,AUD,1.35
25-May-17,AUD,1.35
26-May-17,AUD,1.35
27-May-17,AUD,1.35
28-May-17,AUD,1.35
29-May-17,AUD,1.35
30-May-17,AUD,1.35
31-May-17,AUD,1.35
01-Apr-17,AUD,1.33
02-Apr-17,AUD,1.33
03-Apr-17,AUD,1.33
04-Apr-17,AUD,1.33
05-Apr-17,AUD,1.33
06-Apr-17,AUD,1.33
07-Apr-17,AUD,1.33
08-Apr-17,AUD,1.33
09-Apr-17,AUD,1.33
10-Apr-17,AUD,1.33
11-Apr-17,AUD,1.33
12-Apr-17,AUD,1.33
13-Apr-17,AUD,1.33
14-Apr-17,AUD,1.33
15-Apr-17,AUD,1.33
16-Apr-17,AUD,1.33
17-Apr-17,AUD,1.33
18-Apr-17,AUD,1.33
19-Apr-17,AUD,1.33
20-Apr-17,AUD,1.33
21-Apr-17,AUD,1.33
22-Apr-17,AUD,1.33
23-Apr-17,AUD,1.33
24-Apr-17,AUD,1.33
25-Apr-17,AUD,1.33
26-Apr-17,AUD,1.33
27-Apr-17,AUD,1.33
28-Apr-17,AUD,1.33
29-Apr-17,AUD,1.33
30-Apr-17,AUD,1.33
01-Jun-17,AUD,1.32
02-Jun-17,AUD,1.32
03-Jun-17,AUD,1.32
04-Jun-17,AUD,1.32
05-Jun-17,AUD,1.32
06-Jun-17,AUD,1.32
07-Jun-17,AUD,1.32
08-Jun-17,AUD,1.32
09-Jun-17,AUD,1.32
10-Jun-17,AUD,1.32
11-Jun-17,AUD,1.32
12-Jun-17,AUD,1.32
13-Jun-17,AUD,1.32
14-Jun-17,AUD,1.32
15-Jun-17,AUD,1.32
16-Jun-17,AUD,1.32
17-Jun-17,AUD,1.32
18-Jun-17,AUD,1.32
19-Jun-17,AUD,1.32
20-Jun-17,AUD,1.32
21-Jun-17,AUD,1.32
22-Jun-17,AUD,1.32
23-Jun-17,AUD,1.32
24-Jun-17,AUD,1.32
25-Jun-17,AUD,1.32
26-Jun-17,AUD,1.32
27-Jun-17,AUD,1.32
28-Jun-17,AUD,1.32
29-Jun-17,AUD,1.32
30-Jun-17,AUD,1.32
01-Feb-17,AUD,1.31
02-Feb-17,AUD,1.31
03-Feb-17,AUD,1.31
04-Feb-17,AUD,1.31
05-Feb-17,AUD,1.31
06-Feb-17,AUD,1.31
07-Feb-17,AUD,1.31
08-Feb-17,AUD,1.31
09-Feb-17,AUD,1.31
10-Feb-17,AUD,1.31
11-Feb-17,AUD,1.31
12-Feb-17,AUD,1.31
13-Feb-17,AUD,1.31
14-Feb-17,AUD,1.31
15-Feb-17,AUD,1.31
16-Feb-17,AUD,1.31
17-Feb-17,AUD,1.31
18-Feb-17,AUD,1.31
19-Feb-17,AUD,1.31
20-Feb-17,AUD,1.31
21-Feb-17,AUD,1.31
22-Feb-17,AUD,1.31
23-Feb-17,AUD,1.31
24-Feb-17,AUD,1.31
25-Feb-17,AUD,1.31
26-Feb-17,AUD,1.31
27-Feb-17,AUD,1.31
28-Feb-17,AUD,1.31
01-Jan-17,AUD,1.34
02-Jan-17,AUD,1.34
03-Jan-17,AUD,1.34
04-Jan-17,AUD,1.34
05-Jan-17,AUD,1.34
06-Jan-17,AUD,1.34
07-Jan-17,AUD,1.34
08-Jan-17,AUD,1.34
09-Jan-17,AUD,1.34
10-Jan-17,AUD,1.34
11-Jan-17,AUD,1.34
12-Jan-17,AUD,1.34
13-Jan-17,AUD,1.34
14-Jan-17,AUD,1.34
15-Jan-17,AUD,1.34
16-Jan-17,AUD,1.34
17-Jan-17,AUD,1.34
18-Jan-17,AUD,1.34
19-Jan-17,AUD,1.34
20-Jan-17,AUD,1.34
21-Jan-17,AUD,1.34
22-Jan-17,AUD,1.34
23-Jan-17,AUD,1.34
24-Jan-17,AUD,1.34
25-Jan-17,AUD,1.34
26-Jan-17,AUD,1.34
27-Jan-17,AUD,1.34
28-Jan-17,AUD,1.34
29-Jan-17,AUD,1.34
30-Jan-17,AUD,1.34
31-Jan-17,AUD,1.34
01-Mar-17,AUD,1.31
02-Mar-17,AUD,1.31
03-Mar-17,AUD,1.31
04-Mar-17,AUD,1.31
05-Mar-17,AUD,1.31
06-Mar-17,AUD,1.31
07-Mar-17,AUD,1.31
08-Mar-17,AUD,1.31
09-Mar-17,AUD,1.31
10-Mar-17,AUD,1.31
11-Mar-17,AUD,1.31
12-Mar-17,AUD,1.31
13-Mar-17,AUD,1.31
14-Mar-17,AUD,1.31
15-Mar-17,AUD,1.31
16-Mar-17,AUD,1.31
17-Mar-17,AUD,1.31
18-Mar-17,AUD,1.31
19-Mar-17,AUD,1.31
20-Mar-17,AUD,1.31
21-Mar-17,AUD,1.31
22-Mar-17,AUD,1.31
23-Mar-17,AUD,1.31
24-Mar-17,AUD,1.31
25-Mar-17,AUD,1.31
26-Mar-17,AUD,1.31
27-Mar-17,AUD,1.31
28-Mar-17,AUD,1.31
29-Mar-17,AUD,1.31
30-Mar-17,AUD,1.31
31-Mar-17,AUD,1.31
01-Jul-17,BRL,3.21
02-Jul-17,BRL,3.21
03-Jul-17,BRL,3.21
04-Jul-17,BRL,3.21
05-Jul-17,BRL,3.21
06-Jul-17,BRL,3.21
07-Jul-17,BRL,3.21
08-Jul-17,BRL,3.21
09-Jul-17,BRL,3.21
10-Jul-17,BRL,3.21
11-Jul-17,BRL,3.21
12-Jul-17,BRL,3.21
13-Jul-17,BRL,3.21
14-Jul-17,BRL,3.21
15-Jul-17,BRL,3.21
16-Jul-17,BRL,3.21
17-Jul-17,BRL,3.21
18-Jul-17,BRL,3.21
19-Jul-17,BRL,3.21
20-Jul-17,BRL,3.21
21-Jul-17,BRL,3.21
22-Jul-17,BRL,3.21
23-Jul-17,BRL,3.21
24-Jul-17,BRL,3.21
25-Jul-17,BRL,3.21
26-Jul-17,BRL,3.21
27-Jul-17,BRL,3.21
28-Jul-17,BRL,3.21
29-Jul-17,BRL,3.21
30-Jul-17,BRL,3.21
31-Jul-17,BRL,3.21
01-Aug-17,BRL,3.15
02-Aug-17,BRL,3.15
03-Aug-17,BRL,3.15
04-Aug-17,BRL,3.15
05-Aug-17,BRL,3.15
06-Aug-17,BRL,3.15
07-Aug-17,BRL,3.15
08-Aug-17,BRL,3.15
09-Aug-17,BRL,3.15
10-Aug-17,BRL,3.15
11-Aug-17,BRL,3.15
12-Aug-17,BRL,3.15
13-Aug-17,BRL,3.15
14-Aug-17,BRL,3.15
15-Aug-17,BRL,3.15
16-Aug-17,BRL,3.15
17-Aug-17,BRL,3.15
18-Aug-17,BRL,3.15
19-Aug-17,BRL,3.15
20-Aug-17,BRL,3.15
21-Aug-17,BRL,3.15
22-Aug-17,BRL,3.15
23-Aug-17,BRL,3.15
24-Aug-17,BRL,3.15
25-Aug-17,BRL,3.15
26-Aug-17,BRL,3.15
27-Aug-17,BRL,3.15
28-Aug-17,BRL,3.15
29-Aug-17,BRL,3.15
30-Aug-17,BRL,3.15
31-Aug-17,BRL,3.15
01-Sep-17,BRL,3.13
02-Sep-17,BRL,3.13
03-Sep-17,BRL,3.13
04-Sep-17,BRL,3.13
05-Sep-17,BRL,3.13
06-Sep-17,BRL,3.13
07-Sep-17,BRL,3.13
08-Sep-17,BRL,3.13
09-Sep-17,BRL,3.13
10-Sep-17,BRL,3.13
11-Sep-17,BRL,3.13
12-Sep-17,BRL,3.13
13-Sep-17,BRL,3.13
14-Sep-17,BRL,3.13
15-Sep-17,BRL,3.13
16-Sep-17,BRL,3.13
17-Sep-17,BRL,3.13
18-Sep-17,BRL,3.13
19-Sep-17,BRL,3.13
20-Sep-17,BRL,3.13
21-Sep-17,BRL,3.13
22-Sep-17,BRL,3.13
23-Sep-17,BRL,3.13
24-Sep-17,BRL,3.13
25-Sep-17,BRL,3.13
26-Sep-17,BRL,3.13
27-Sep-17,BRL,3.13
28-Sep-17,BRL,3.13
29-Sep-17,BRL,3.13
30-Sep-17,BRL,3.13
01-Nov-17,BRL,3.26
02-Nov-17,BRL,3.26
03-Nov-17,BRL,3.26
04-Nov-17,BRL,3.26
05-Nov-17,BRL,3.26
06-Nov-17,BRL,3.26
07-Nov-17,BRL,3.26
08-Nov-17,BRL,3.26
09-Nov-17,BRL,3.26
10-Nov-17,BRL,3.26
11-Nov-17,BRL,3.26
12-Nov-17,BRL,3.26
13-Nov-17,BRL,3.26
14-Nov-17,BRL,3.26
15-Nov-17,BRL,3.26
16-Nov-17,BRL,3.26
17-Nov-17,BRL,3.26
18-Nov-17,BRL,3.26
19-Nov-17,BRL,3.26
20-Nov-17,BRL,3.26
21-Nov-17,BRL,3.26
22-Nov-17,BRL,3.26
23-Nov-17,BRL,3.26
24-Nov-17,BRL,3.26
25-Nov-17,BRL,3.26
26-Nov-17,BRL,3.26
27-Nov-17,BRL,3.26
28-Nov-17,BRL,3.26
29-Nov-17,BRL,3.26
30-Nov-17,BRL,3.26
01-Oct-17,BRL,3.19
02-Oct-17,BRL,3.19
03-Oct-17,BRL,3.19
04-Oct-17,BRL,3.19
05-Oct-17,BRL,3.19
06-Oct-17,BRL,3.19
07-Oct-17,BRL,3.19
08-Oct-17,BRL,3.19
09-Oct-17,BRL,3.19
10-Oct-17,BRL,3.19
11-Oct-17,BRL,3.19
12-Oct-17,BRL,3.19
13-Oct-17,BRL,3.19
14-Oct-17,BRL,3.19
15-Oct-17,BRL,3.19
16-Oct-17,BRL,3.19
17-Oct-17,BRL,3.19
18-Oct-17,BRL,3.19
19-Oct-17,BRL,3.19
20-Oct-17,BRL,3.19
21-Oct-17,BRL,3.19
22-Oct-17,BRL,3.19
23-Oct-17,BRL,3.19
24-Oct-17,BRL,3.19
25-Oct-17,BRL,3.19
26-Oct-17,BRL,3.19
27-Oct-17,BRL,3.19
28-Oct-17,BRL,3.19
29-Oct-17,BRL,3.19
30-Oct-17,BRL,3.19
31-Oct-17,BRL,3.19
01-Dec-17,BRL,3.29
02-Dec-17,BRL,3.29
03-Dec-17,BRL,3.29
04-Dec-17,BRL,3.29
05-Dec-17,BRL,3.29
06-Dec-17,BRL,3.29
07-Dec-17,BRL,3.29
08-Dec-17,BRL,3.29
09-Dec-17,BRL,3.29
10-Dec-17,BRL,3.29
11-Dec-17,BRL,3.29
12-Dec-17,BRL,3.29
13-Dec-17,BRL,3.29
14-Dec-17,BRL,3.29
15-Dec-17,BRL,3.29
16-Dec-17,BRL,3.29
17-Dec-17,BRL,3.29
18-Dec-17,BRL,3.29
19-Dec-17,BRL,3.29
20-Dec-17,BRL,3.29
21-Dec-17,BRL,3.29
22-Dec-17,BRL,3.29
23-Dec-17,BRL,3.29
24-Dec-17,BRL,3.29
25-Dec-17,BRL,3.29
26-Dec-17,BRL,3.29
27-Dec-17,BRL,3.29
28-Dec-17,BRL,3.29
29-Dec-17,BRL,3.29
30-Dec-17,BRL,3.29
31-Dec-17,BRL,3.29
01-May-17,BRL,3.21
02-May-17,BRL,3.21
03-May-17,BRL,3.21
04-May-17,BRL,3.21
05-May-17,BRL,3.21
06-May-17,BRL,3.21
07-May-17,BRL,3.21
08-May-17,BRL,3.21
09-May-17,BRL,3.21
10-May-17,BRL,3.21
11-May-17,BRL,3.21
12-May-17,BRL,3.21
13-May-17,BRL,3.21
14-May-17,BRL,3.21
15-May-17,BRL,3.21
16-May-17,BRL,3.21
17-May-17,BRL,3.21
18-May-17,BRL,3.21
19-May-17,BRL,3.21
20-May-17,BRL,3.21
21-May-17,BRL,3.21
22-May-17,BRL,3.21
23-May-17,BRL,3.21
24-May-17,BRL,3.21
25-May-17,BRL,3.21
26-May-17,BRL,3.21
27-May-17,BRL,3.21
28-May-17,BRL,3.21
29-May-17,BRL,3.21
30-May-17,BRL,3.21
31-May-17,BRL,3.21
01-Apr-17,BRL,3.14
02-Apr-17,BRL,3.14
03-Apr-17,BRL,3.14
04-Apr-17,BRL,3.14
05-Apr-17,BRL,3.14
06-Apr-17,BRL,3.14
07-Apr-17,BRL,3.14
08-Apr-17,BRL,3.14
09-Apr-17,BRL,3.14
10-Apr-17,BRL,3.14
11-Apr-17,BRL,3.14
12-Apr-17,BRL,3.14
13-Apr-17,BRL,3.14
14-Apr-17,BRL,3.14
15-Apr-17,BRL,3.14
16-Apr-17,BRL,3.14
17-Apr-17,BRL,3.14
18-Apr-17,BRL,3.14
19-Apr-17,BRL,3.14
20-Apr-17,BRL,3.14
21-Apr-17,BRL,3.14
22-Apr-17,BRL,3.14
23-Apr-17,BRL,3.14
24-Apr-17,BRL,3.14
25-Apr-17,BRL,3.14
26-Apr-17,BRL,3.14
27-Apr-17,BRL,3.14
28-Apr-17,BRL,3.14
29-Apr-17,BRL,3.14
30-Apr-17,BRL,3.14
01-Jun-17,BRL,3.29
02-Jun-17,BRL,3.29
03-Jun-17,BRL,3.29
04-Jun-17,BRL,3.29
05-Jun-17,BRL,3.29
06-Jun-17,BRL,3.29
07-Jun-17,BRL,3.29
08-Jun-17,BRL,3.29
09-Jun-17,BRL,3.29
10-Jun-17,BRL,3.29
11-Jun-17,BRL,3.29
12-Jun-17,BRL,3.29
13-Jun-17,BRL,3.29
14-Jun-17,BRL,3.29
15-Jun-17,BRL,3.29
16-Jun-17,BRL,3.29
17-Jun-17,BRL,3.29
18-Jun-17,BRL,3.29
19-Jun-17,BRL,3.29
20-Jun-17,BRL,3.29
21-Jun-17,BRL,3.29
22-Jun-17,BRL,3.29
23-Jun-17,BRL,3.29
24-Jun-17,BRL,3.29
25-Jun-17,BRL,3.29
26-Jun-17,BRL,3.29
27-Jun-17,BRL,3.29
28-Jun-17,BRL,3.29
29-Jun-17,BRL,3.29
30-Jun-17,BRL,3.29
01-Feb-17,BRL,3.1
02-Feb-17,BRL,3.1
03-Feb-17,BRL,3.1
04-Feb-17,BRL,3.1
05-Feb-17,BRL,3.1
06-Feb-17,BRL,3.1
07-Feb-17,BRL,3.1
08-Feb-17,BRL,3.1
09-Feb-17,BRL,3.1
10-Feb-17,BRL,3.1
11-Feb-17,BRL,3.1
12-Feb-17,BRL,3.1
13-Feb-17,BRL,3.1
14-Feb-17,BRL,3.1
15-Feb-17,BRL,3.1
16-Feb-17,BRL,3.1
17-Feb-17,BRL,3.1
18-Feb-17,BRL,3.1
19-Feb-17,BRL,3.1
20-Feb-17,BRL,3.1
21-Feb-17,BRL,3.1
22-Feb-17,BRL,3.1
23-Feb-17,BRL,3.1
24-Feb-17,BRL,3.1
25-Feb-17,BRL,3.1
26-Feb-17,BRL,3.1
27-Feb-17,BRL,3.1
28-Feb-17,BRL,3.1
01-Jan-17,BRL,3.2
02-Jan-17,BRL,3.2
03-Jan-17,BRL,3.2
04-Jan-17,BRL,3.2
05-Jan-17,BRL,3.2
06-Jan-17,BRL,3.2
07-Jan-17,BRL,3.2
08-Jan-17,BRL,3.2
09-Jan-17,BRL,3.2
10-Jan-17,BRL,3.2
11-Jan-17,BRL,3.2
12-Jan-17,BRL,3.2
13-Jan-17,BRL,3.2
14-Jan-17,BRL,3.2
15-Jan-17,BRL,3.2
16-Jan-17,BRL,3.2
17-Jan-17,BRL,3.2
18-Jan-17,BRL,3.2
19-Jan-17,BRL,3.2
20-Jan-17,BRL,3.2
21-Jan-17,BRL,3.2
22-Jan-17,BRL,3.2
23-Jan-17,BRL,3.2
24-Jan-17,BRL,3.2
25-Jan-17,BRL,3.2
26-Jan-17,BRL,3.2
27-Jan-17,BRL,3.2
28-Jan-17,BRL,3.2
29-Jan-17,BRL,3.2
30-Jan-17,BRL,3.2
31-Jan-17,BRL,3.2
01-Mar-17,BRL,3.13
02-Mar-17,BRL,3.13
03-Mar-17,BRL,3.13
04-Mar-17,BRL,3.13
05-Mar-17,BRL,3.13
06-Mar-17,BRL,3.13
07-Mar-17,BRL,3.13
08-Mar-17,BRL,3.13
09-Mar-17,BRL,3.13
10-Mar-17,BRL,3.13
11-Mar-17,BRL,3.13
12-Mar-17,BRL,3.13
13-Mar-17,BRL,3.13
14-Mar-17,BRL,3.13
15-Mar-17,BRL,3.13
16-Mar-17,BRL,3.13
17-Mar-17,BRL,3.13
18-Mar-17,BRL,3.13
19-Mar-17,BRL,3.13
20-Mar-17,BRL,3.13
21-Mar-17,BRL,3.13
22-Mar-17,BRL,3.13
23-Mar-17,BRL,3.13
24-Mar-17,BRL,3.13
25-Mar-17,BRL,3.13
26-Mar-17,BRL,3.13
27-Mar-17,BRL,3.13
28-Mar-17,BRL,3.13
29-Mar-17,BRL,3.13
30-Mar-17,BRL,3.13
31-Mar-17,BRL,3.13
01-Jul-18,BRL,3.84
02-Jul-18,BRL,3.84
03-Jul-18,BRL,3.84
04-Jul-18,BRL,3.84
05-Jul-18,BRL,3.84
06-Jul-18,BRL,3.84
07-Jul-18,BRL,3.84
08-Jul-18,BRL,3.84
09-Jul-18,BRL,3.84
10-Jul-18,BRL,3.84
11-Jul-18,BRL,3.84
12-Jul-18,BRL,3.84
13-Jul-18,BRL,3.84
14-Jul-18,BRL,3.84
15-Jul-18,BRL,3.84
16-Jul-18,BRL,3.84
17-Jul-18,BRL,3.84
18-Jul-18,BRL,3.84
19-Jul-18,BRL,3.84
20-Jul-18,BRL,3.84
21-Jul-18,BRL,3.84
22-Jul-18,BRL,3.84
23-Jul-18,BRL,3.84
24-Jul-18,BRL,3.84
25-Jul-18,BRL,3.84
26-Jul-18,BRL,3.84
27-Jul-18,BRL,3.84
28-Jul-18,BRL,3.84
29-Jul-18,BRL,3.84
30-Jul-18,BRL,3.84
31-Jul-18,BRL,3.84
01-Aug-18,BRL,3.92
02-Aug-18,BRL,3.92
03-Aug-18,BRL,3.92
04-Aug-18,BRL,3.92
05-Aug-18,BRL,3.92
06-Aug-18,BRL,3.92
07-Aug-18,BRL,3.92
08-Aug-18,BRL,3.92
09-Aug-18,BRL,3.92
10-Aug-18,BRL,3.92
11-Aug-18,BRL,3.92
12-Aug-18,BRL,3.92
13-Aug-18,BRL,3.92
14-Aug-18,BRL,3.92
15-Aug-18,BRL,3.92
16-Aug-18,BRL,3.92
17-Aug-18,BRL,3.92
18-Aug-18,BRL,3.92
19-Aug-18,BRL,3.92
20-Aug-18,BRL,3.92
21-Aug-18,BRL,3.92
22-Aug-18,BRL,3.92
23-Aug-18,BRL,3.92
24-Aug-18,BRL,3.92
25-Aug-18,BRL,3.92
26-Aug-18,BRL,3.92
27-Aug-18,BRL,3.92
28-Aug-18,BRL,3.92
29-Aug-18,BRL,3.92
30-Aug-18,BRL,3.92
31-Aug-18,BRL,3.92
01-Sep-18,BRL,4.11
02-Sep-18,BRL,4.11
03-Sep-18,BRL,4.11
04-Sep-18,BRL,4.11
05-Sep-18,BRL,4.11
06-Sep-18,BRL,4.11
07-Sep-18,BRL,4.11
08-Sep-18,BRL,4.11
09-Sep-18,BRL,4.11
10-Sep-18,BRL,4.11
11-Sep-18,BRL,4.11
12-Sep-18,BRL,4.11
13-Sep-18,BRL,4.11
14-Sep-18,BRL,4.11
15-Sep-18,BRL,4.11
16-Sep-18,BRL,4.11
17-Sep-18,BRL,4.11
18-Sep-18,BRL,4.11
19-Sep-18,BRL,4.11
20-Sep-18,BRL,4.11
21-Sep-18,BRL,4.11
22-Sep-18,BRL,4.11
23-Sep-18,BRL,4.11
24-Sep-18,BRL,4.11
25-Sep-18,BRL,4.11
26-Sep-18,BRL,4.11
27-Sep-18,BRL,4.11
28-Sep-18,BRL,4.11
29-Sep-18,BRL,4.11
30-Sep-18,BRL,4.11
01-Nov-18,BRL,3.77
02-Nov-18,BRL,3.77
